,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
42,76,2020-08-12 17:27:31,Running,2020-08-12 17:27:31,False,Denver - RF3 or Cross-Train,3.01,422,00:31:41,167,181,3.5,142,154,0 days 00:10:33,0 days 00:09:13,20,33,1.08,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:41,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:41.37,5,0.0,20,20,20,0,0,0,8,garmin,0,6.64451827242525,0.8564102564102564,8.34123222748815,5.6872037914691935,8.341238832280983,9.739769893980789
43,77,2020-08-09 15:46:03,Running,2020-08-09 15:46:03,False,Denver - RL2,7.01,"1,050",01:19:48,171,190,5.0,139,219,0 days 00:11:23,0 days 00:08:21,112,243,1.04,11.6,12.1,314,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:19:48,0,0:00,89.6,0,0:00,No,0.0,0,0,0,00:11.89,9,0.0,35,15,44,0,0,0,8,garmin,0,15.977175463623396,0.8769230769230769,7.730600292825769,5.27086383601757,7.730635685582691,8.815637185313596
44,78,2020-08-07 18:10:17,Running,2020-08-07 18:10:17,False,Denver - RSP3,2.78,365,00:30:05,163,186,3.2,132,163,0 days 00:10:49,0 days 00:07:06,16,23,1.11,9.3,10.6,305,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:05,0,0:00,87.8,0,0:00,No,0.0,0,0,0,00:05.07,14,0.0,33,24,42,0,0,0,8,garmin,0,5.755395683453238,0.8358974358974359,8.135593220338983,5.546995377503852,8.135598053615357,9.732770677638005
45,79,2020-08-06 14:09:07,Running,2020-08-06 14:09:07,False,Denver - RF3 or Cross-Train,3.07,403,00:31:59,158,174,3.3,144,162,0 days 00:10:25,0 days 00:09:24,23,23,1.08,12.1,13.3,313,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:59,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:59.36,5,0.0,35,20,43,0,0,0,8,garmin,0,7.491856677524431,0.8102564102564103,8.448,5.760000000000001,8.448008504225491,10.426339609645385
46,80,2020-08-05 12:02:09,Running,2020-08-05 12:02:09,False,Denver - RF4 or Cross-Train,3.08,433,00:32:16,162,176,3.5,143,157,0 days 00:10:28,0 days 00:09:20,23,49,1.07,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:16,0,0:00,82.4,0,0:00,No,0.0,0,0,0,02:16.16,5,0.0,18,18,18,0,0,0,8,garmin,0,7.467532467532467,0.8307692307692308,8.407643312101909,5.732484076433121,8.40765172083292,10.120321515817404
47,84,2020-07-31 17:19:49,Running,2020-07-31 17:19:49,False,Durango - RSP2,2.39,346,00:26:52,158,181,3.2,135,176,0 days 00:11:15,0 days 00:07:20,75,89,1.07,11.0,12.0,311,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:52,0,0:00,82.4,0,0:00,No,0.0,0,0,0,02:00.00,9,0.0,33,20,41,0,0,0,8,garmin,0,31.380753138075313,0.8102564102564103,7.822222222222221,5.333333333333333,7.822360373593089,9.654178942092736
48,87,2020-07-29 19:11:27,Running,2020-07-29 19:11:27,False,Denver Running,3.04,428,00:35:18,150,168,3.1,134,152,0 days 00:11:36,0 days 00:09:47,33,66,1.03,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:18,0,0:00,86.0,0,0:00,No,0.0,0,0,0,00:23.36,4,0.0,19,19,19,0,0,0,8,garmin,0,10.855263157894736,0.7692307692307693,7.586206896551724,5.172413793103448,7.586222929267584,9.862089808047859
49,88,2020-07-28 16:46:22,Running,2020-07-28 16:46:22,False,Denver Running,3.03,420,00:31:50,162,172,3.4,144,165,0 days 00:10:30,0 days 00:08:59,20,30,1.07,12.2,13.2,315,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:50,0,0:00,84.2,0,0:00,No,0.0,0,0,0,00:21.73,4,0.0,31,17,38,0,0,0,8,garmin,0,6.6006600660066015,0.8307692307692308,8.380952380952381,5.714285714285714,8.38095892987859,10.088191304483487
50,90,2020-07-19 16:13:18,Running,2020-07-19 16:13:18,False,Denver Running,5.61,769,00:57:07,160,184,4.4,143,226,0 days 00:10:11,0 days 00:08:10,207,226,1.12,12.2,13.8,306,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:07,0,0:00,86.0,0,0:00,No,0.0,0,0,0,06:38.80,6,0.0,33,12,44,0,0,0,8,garmin,0,36.898395721925134,0.8205128205128205,8.641571194762683,5.8919803600654665,8.641782205491577,10.532172062942859
51,91,2020-07-16 19:14:21,Running,2020-07-16 19:14:21,False,Denver Running,3.05,395,00:26:09,164,194,4.1,148,156,0 days 00:08:34,0 days 00:07:46,0,423,1.27,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:09,0,0:00,82.4,0,0:00,No,0.0,0,0,0,00:29.56,4,0.0,13,13,13,0,0,0,8,garmin,0,0.0,0.841025641025641,10.27237354085603,7.003891050583658,10.27237354085603,12.214102685773938
52,95,2020-06-30 17:15:51,Running,2020-06-30 17:15:51,False,Denver Running,3.12,383,00:25:05,165,192,3.6,150,166,0 days 00:08:02,0 days 00:06:21,16,33,1.34,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:05,0,0:00,87.8,0,0:00,No,0.0,0,0,0,00:52.35,4,0.0,15,15,15,0,0,0,8,garmin,0,5.128205128205128,0.8461538461538461,10.95435684647303,7.468879668049793,10.954362013250039,12.94606419747732
53,96,2020-06-28 17:00:00,Running,2020-06-28 17:00:00,False,Denver Running,3.01,398,00:31:21,145,162,2.8,145,152,0 days 00:10:25,0 days 00:09:18,26,36,1.06,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:21,0,0:00,87.8,0,0:00,No,0.0,0,0,0,00:04.87,4,0.0,0,0,0,0,0,0,8,garmin,0,8.637873754152825,0.7435897435897436,8.448,5.760000000000001,8.448011304971677,11.361118651513635
54,98,2020-06-27 15:09:46,Running,2020-06-27 15:09:46,False,Denver Running,3.11,438,00:28:31,165,177,3.5,148,176,0 days 00:09:10,0 days 00:07:50,20,33,1.2,11.2,13.7,290,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:31,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:04.25,4,0.0,36,15,42,0,0,0,8,garmin,0,6.430868167202573,0.8461538461538461,9.6,6.545454545454546,9.600007120532034,11.345462960628767
55,99,2020-06-25 07:04:29,Running,2020-06-25 07:04:29,False,New Braunfels Running,7.01,882,01:11:06,145,163,3.3,147,183,0 days 00:10:08,0 days 00:08:07,92,85,1.06,12.3,13.2,301,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:11:06,0,0:00,82.4,0,0:00,No,0.0,0,0,0,00:07.90,8,0.0,31,16,47,0,0,0,8,garmin,0,13.12410841654779,0.7435897435897436,8.68421052631579,5.921052631578948,8.684237353275096,11.678801957852714
56,100,2020-06-24 18:27:16,Running,2020-06-24 18:27:16,False,New Braunfels Running,1.34,153,00:10:50,152,179,2.4,149,155,0 days 00:08:04,0 days 00:06:56,23,23,1.34,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:50,0,0:00,87.8,0,0:00,No,0.0,0,0,0,02:38.99,2,0.0,13,13,13,0,0,0,8,garmin,0,17.16417910447761,0.7794871794871795,10.909090909090908,7.43801652892562,10.909148550640575,13.995289259045474
57,101,2020-06-21 13:33:34,Running,2020-06-21 13:33:34,False,New Braunfels Running,5.77,910,01:00:46,169,187,4.8,141,174,0 days 00:10:31,0 days 00:02:09,253,299,1.08,12.7,14.0,309,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:46,0,0:00,84.2,0,0:00,No,0.0,0,0,0,08:32.48,6,0.0,34,14,44,0,0,0,8,garmin,0,43.84748700173311,0.8666666666666667,8.36767036450079,5.7052297939778125,8.367958892956404,9.655337184180466
58,103,2020-06-18 19:17:19,Running,2020-06-18 19:17:19,False,New Braunfels Running,6.58,840,01:08:53,147,164,3.2,143,256,0 days 00:10:29,0 days 00:09:08,112,112,1.08,13.0,14.3,307,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:08:53,0,0:00,87.8,0,0:00,No,0.0,0,0,0,06:01.27,7,0.0,32,13,39,0,0,0,8,garmin,0,17.02127659574468,0.7538461538461538,8.394276629570747,5.723370429252783,8.394320247853768,11.135322777765204
59,104,2020-06-17 19:21:21,Running,2020-06-17 19:21:21,False,New Braunfels Running,2.09,247,00:19:43,142,167,2.6,143,155,0 days 00:09:27,0 days 00:07:20,59,56,1.18,12.0,14.3,301,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:43,0,0:00,91.4,0,0:00,No,0.0,0,0,0,00:45.23,3,0.0,29,15,37,0,0,0,8,garmin,0,28.229665071770338,0.7282051282051282,9.312169312169312,6.34920634920635,9.312302407055862,12.788020911097838
60,105,2020-06-14 11:39:05,Running,2020-06-14 11:39:05,False,New Braunfels Running,8.7,"1,205",01:30:17,163,189,4.5,144,220,0 days 00:10:23,0 days 00:08:27,387,374,1.08,12.8,14.1,304,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:17,0,0:00,86.0,0,0:00,No,0.0,0,0,0,07:40.31,9,0.0,35,15,43,0,0,0,8,garmin,0,44.48275862068966,0.8358974358974359,8.475120385232746,5.778491171749599,8.475421147779727,10.13930750808004
61,109,2020-06-12 18:10:43,Running,2020-06-12 18:10:43,False,New Braunfels Running,5.64,826,00:57:29,166,182,3.9,145,256,0 days 00:10:11,0 days 00:08:11,92,92,1.1,12.0,13.2,305,51.3% L / 48.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:29,0,0:00,89.6,0,0:00,No,0.0,0,0,0,06:29.39,6,0.0,35,18,45,0,0,0,8,garmin,0,16.312056737588655,0.8512820512820513,8.641571194762683,5.8919803600654665,8.641612434062408,10.151291714711865
62,110,2020-06-11 18:59:57,Running,2020-06-11 18:59:57,False,New Braunfels Running,2.28,323,00:22:13,160,179,3.1,144,222,0 days 00:09:45,0 days 00:08:00,98,75,1.15,11.5,13.4,292,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:13,0,0:00,84.2,0,0:00,No,0.0,0,0,0,02:35.61,3,0.0,34,23,40,0,0,0,8,garmin,0,42.982456140350884,0.8205128205128205,9.025641025641026,6.153846153846154,9.02594008367792,11.000364476982465
63,112,2020-06-11 07:33:58,Running,2020-06-11 07:33:58,False,New Braunfels Running,1.44,168,00:14:55,131,149,1.9,144,240,0 days 00:10:22,0 days 00:09:09,30,26,1.09,12.6,13.9,301,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:55,0,0:00,78.8,0,0:00,No,0.0,0,0,0,04:19.10,2,0.0,28,15,37,0,0,0,8,garmin,0,20.833333333333336,0.6717948717948717,8.488745980707394,5.787781350482315,8.488812059413743,12.636017951035726
64,113,2020-06-09 20:05:26,Running,2020-06-09 20:05:26,False,New Braunfels Running,3.11,387,00:25:08,171,190,3.7,149,162,0 days 00:08:04,0 days 00:06:39,128,135,1.34,10.3,14.2,278,51.2% L / 48.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:08,0,0:00,84.2,0,0:00,No,0.0,0,0,0,00:54.99,4,0.0,36,13,43,0,0,0,8,garmin,0,41.157556270096464,0.8769230769230769,10.909090909090908,7.43801652892562,10.90942233257949,12.440569326625734
65,114,2020-06-07 10:57:35,Running,2020-06-07 10:57:35,False,Laredo Running,8.51,"1,180",01:32:01,156,179,4.0,142,192,0 days 00:10:48,0 days 00:08:35,223,220,1.05,12.9,13.7,310,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:32:01,0,0:00,98.6,0,0:00,No,0.0,0,0,0,05:27.59,9,0.0,34,17,42,0,0,0,8,garmin,0,26.204465334900117,0.8,8.148148148148147,5.555555555555555,8.148248496214336,10.18531062026792
66,115,2020-06-05 09:44:06,Running,2020-06-05 09:44:06,False,Laredo Running,3.26,439,00:33:58,149,179,3.0,144,170,0 days 00:10:26,0 days 00:07:51,112,105,1.07,12.6,13.3,308,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:58,0,0:00,91.4,0,0:00,No,0.0,0,0,0,02:20.50,4,0.0,31,13,39,0,0,0,8,garmin,0,34.355828220858896,0.764102564102564,8.434504792332268,5.7507987220447285,8.434683341568611,11.038679540979055
67,116,2020-06-03 17:04:43,Running,2020-06-03 17:04:43,False,Laredo Running,4.22,572,00:39:14,166,179,3.8,145,172,0 days 00:09:18,0 days 00:07:30,154,148,1.2,11.7,14.2,298,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:14,0,0:00,93.2,0,0:00,No,0.0,0,0,0,02:19.30,5,0.0,34,17,42,0,0,0,8,garmin,0,36.492890995260666,0.8512820512820513,9.462365591397848,6.451612903225806,9.462591593894185,11.115694944634736
68,117,2020-06-01 18:25:28,Running,2020-06-01 18:25:28,False,Laredo Running,2.78,337,00:30:57,136,153,2.2,143,175,0 days 00:11:08,0 days 00:08:35,89,95,1.01,13.0,13.2,320,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:57,0,0:00,87.8,0,0:00,No,0.0,0,0,0,08:55.23,3,0.0,27,17,36,0,0,0,8,garmin,0,32.014388489208635,0.6974358974358974,7.904191616766467,5.389221556886228,7.9043369102208185,11.333424246272498
69,118,2020-05-31 12:34:29,Running,2020-05-31 12:34:29,False,New Braunfels Running,6.62,856,01:05:08,157,184,3.8,143,256,0 days 00:09:50,0 days 00:07:18,272,341,1.15,11.1,12.9,269,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:08,0,0:00,87.8,0,0:00,No,0.0,0,0,0,05:12.45,7,0.0,32,16,45,0,0,0,8,garmin,0,41.08761329305136,0.8051282051282052,8.94915254237288,6.101694915254237,8.949423498717504,11.115526001591805
70,122,2020-05-28 08:04:10,Running,2020-05-28 08:04:10,False,New Braunfels Running,2.39,288,00:20:53,157,177,3.0,146,226,0 days 00:08:45,0 days 00:07:20,56,59,1.26,11.2,14.2,290,50.9% L / 49.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:53,0,0:00,78.8,0,0:00,No,0.0,0,0,0,03:05.85,3,0.0,32,12,39,0,0,0,8,garmin,0,23.430962343096233,0.8051282051282052,10.057142857142855,6.857142857142857,10.057241884432436,12.491478773658121
71,123,2020-05-26 18:36:03,Running,2020-05-26 18:36:03,False,New Braunfels Running,3.8,466,00:37:53,149,171,2.9,142,154,0 days 00:09:58,0 days 00:08:07,164,157,1.14,12.4,14.2,310,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:53,0,0:00,89.6,0,0:00,No,0.0,0,0,0,08:03.15,4,0.0,30,14,40,0,0,0,8,garmin,0,43.15789473684211,0.764102564102564,8.82943143812709,6.020066889632107,8.829726387954832,11.555682185578473
72,124,2020-05-26 07:39:18,Running,2020-05-26 07:39:18,False,New Braunfels Running,1.54,175,00:14:40,138,153,2.1,144,152,0 days 00:09:31,0 days 00:08:33,30,33,1.17,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:40,0,0:00,80.6,0,0:00,No,0.0,0,0,0,04:56.39,2,0.0,18,18,18,0,0,0,8,garmin,0,19.48051948051948,0.7076923076923077,9.24693520140105,6.304728546409807,9.246998137462816,13.066410411632239
73,125,2020-05-24 11:06:22,Running,2020-05-24 11:06:22,False,New Braunfels Running,3.53,482,00:34:44,161,179,3.5,143,164,0 days 00:09:50,0 days 00:08:26,85,98,1.15,12.6,14.8,295,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:44,0,0:00,86.0,0,0:00,No,0.0,0,0,0,05:05.21,4,0.0,33,18,42,0,0,0,8,garmin,0,24.07932011331445,0.8256410256410256,8.94915254237288,6.101694915254237,8.949245603916669,10.83914840225932
74,128,2020-05-23 17:00:26,Running,2020-05-23 17:00:26,False,New Braunfels Running,4.02,529,00:36:58,167,195,4.2,145,192,0 days 00:09:12,0 days 00:06:58,184,187,1.21,11.4,13.9,299,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:58,0,0:00,95.0,0,0:00,No,0.0,0,0,0,00:09.49,5,0.0,37,16,45,0,0,0,8,garmin,0,45.77114427860697,0.8564102564102564,9.565217391304348,6.521739130434783,9.565576786597546,11.169386068182764
75,129,2020-05-20 16:47:47,Running,2020-05-20 16:47:47,False,Denver Running,3.02,384,00:28:13,161,184,3.5,147,155,0 days 00:09:21,0 days 00:07:49,151,171,1.17,11.5,13.7,301,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:13,0,0:00,89.6,0,0:00,No,0.0,0,0,0,00:14.82,4,0.0,33,19,42,0,0,0,8,garmin,0,50.0,0.8256410256410256,9.411764705882351,6.4171122994652405,9.412186697178255,11.399853453104098
76,130,2020-05-19 17:38:36,Running,2020-05-19 17:38:36,False,Denver Running,2.9,381,00:28:54,156,171,3.4,144,187,0 days 00:09:58,0 days 00:08:43,56,75,1.12,11.7,13.1,310,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:54,0,0:00,89.6,0,0:00,No,0.0,0,0,0,09:04.54,3,0.0,33,19,40,0,0,0,8,garmin,0,19.310344827586206,0.8,8.82943143812709,6.020066889632107,8.829490487257155,11.036863109071444
77,131,2020-05-17 08:26:19,Running,2020-05-17 08:26:19,False,Denver Running,8.05,"1,088",01:19:06,164,185,5.0,149,208,0 days 00:09:49,0 days 00:08:33,318,299,1.1,11.6,13.0,305,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:19:06,0,0:00,71.6,0,0:00,No,0.0,0,0,0,00:28.25,9,0.0,35,19,42,0,0,0,8,garmin,0,39.503105590062106,0.841025641025641,8.96434634974533,6.112054329371817,8.964597236185282,10.659124762537378
78,133,2020-05-17 05:55:31,Running,2020-05-17 05:55:31,False,Denver Running,1.04,127,00:10:10,143,160,2.3,146,156,0 days 00:09:48,0 days 00:09:18,33,16,1.13,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:10,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:24.28,2,0.0,36,21,42,0,0,0,8,garmin,0,31.73076923076923,0.7333333333333333,8.979591836734693,6.122448979591836,8.979753986392222,12.245119072353031
79,134,2020-05-16 14:11:25,Running,2020-05-16 14:11:25,False,Denver Running,5.37,659,01:01:34,138,165,3.1,139,256,0 days 00:11:28,0 days 00:08:21,167,167,1.01,11.9,12.2,319,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:34,0,0:00,80.6,0,0:00,No,0.0,0,0,0,03:55.20,6,0.0,29,12,39,0,0,0,8,garmin,0,31.098696461824954,0.7076923076923077,7.674418604651161,5.232558139534883,7.6745517200347555,10.844475256570849
80,136,2020-05-15 08:01:22,Running,2020-05-15 08:01:22,False,Denver Running,2.08,251,00:20:55,146,164,2.8,143,176,0 days 00:10:03,0 days 00:09:06,39,59,1.11,12.1,13.4,307,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:55,0,0:00,73.4,0,0:00,No,0.0,0,0,0,00:47.21,3,0.0,30,17,40,0,0,0,8,garmin,0,18.75,0.7487179487179487,8.756218905472636,5.970149253731343,8.756274115751994,11.69502364775095
81,137,2020-05-13 16:24:01,Running,2020-05-13 16:24:01,False,Denver Running,4.08,540,00:40:52,160,178,3.9,143,158,0 days 00:10:01,0 days 00:08:41,23,46,1.13,11.9,13.7,312,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:52,0,0:00,82.4,0,0:00,No,0.0,0,0,0,00:46.40,5,0.0,36,15,43,0,0,0,8,garmin,0,5.637254901960784,0.8205128205128205,8.785357737104823,5.990016638935107,8.785362744326653,10.707160844648108
82,139,2020-05-09 08:55:14,Running,2020-05-09 08:55:14,False,Denver Running,8.1,"1,101",01:24:04,164,182,4.8,145,170,0 days 00:10:23,0 days 00:09:15,253,259,1.07,11.6,12.6,297,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:24:04,0,0:00,69.8,0,0:00,No,0.0,0,0,0,01:16.40,9,0.0,33,19,45,0,0,0,8,garmin,0,31.23456790123457,0.841025641025641,8.475120385232746,5.778491171749599,8.475268676385179,10.077301170092133
83,141,2020-05-09 06:52:26,Running,2020-05-09 06:52:26,False,Denver Running,2.04,242,00:18:22,157,167,3.1,148,159,0 days 00:09:00,0 days 00:08:20,43,36,1.21,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,18:22,0,0:00,66.2,0,0:00,No,0.0,0,0,0,00:23.97,3,0.0,37,14,44,0,0,0,8,garmin,0,21.07843137254902,0.8051282051282052,9.777777777777777,6.666666666666667,9.77785569207683,12.144470445573132
