,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
84,142,2020-05-07 19:26:27,Running,2020-05-07 19:26:27,False,Denver Running,3.05,409,00:30:18,165,177,3.6,146,153,0 days 00:09:56,0 days 00:08:27,112,115,1.1,11.9,13.2,305,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:18,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:27.72,4,0.0,36,27,43,0,0,0,8,garmin,0,36.72131147540984,0.8461538461538461,8.859060402684563,6.040268456375839,8.859274652737149,10.470051862325722
85,144,2020-05-06 16:49:06,Running,2020-05-06 16:49:06,False,Denver Running,3.1,382,00:29:40,158,176,3.4,146,254,0 days 00:09:33,0 days 00:07:34,20,43,1.16,11.8,13.3,308,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:40,0,0:00,75.2,0,0:00,No,0.0,0,0,0,01:42.60,4,0.0,33,14,40,0,0,0,8,garmin,0,6.451612903225806,0.8102564102564103,9.214659685863873,6.282722513089005,9.214666564746535,11.372531519782116
86,147,2020-05-03 16:56:07,Running,2020-05-03 16:56:07,False,Denver Running,3.1,434,00:34:30,153,169,3.4,138,213,0 days 00:11:07,0 days 00:08:52,36,36,1.07,11.9,13.0,316,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:30,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:20.95,4,0.0,33,18,43,0,0,0,8,garmin,0,11.612903225806452,0.7846153846153846,7.916041979010494,5.397301349325337,7.916061125596041,10.089097513014563
87,149,2020-05-01 17:37:32,Running,2020-05-01 17:37:32,False,Denver Running,5.11,783,00:57:45,171,187,4.7,141,240,0 days 00:11:18,0 days 00:03:09,194,207,1.02,12.1,12.4,322,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:45,0,0:00,84.2,0,0:00,No,0.0,0,0,0,01:19.40,6,0.0,36,13,45,0,0,0,8,garmin,0,37.96477495107632,0.8769230769230769,7.787610619469025,5.309734513274336,7.7878119281180584,8.8808381636434
88,153,2020-04-29 16:28:33,Running,2020-04-29 16:28:33,False,Denver Running,3.18,416,00:33:40,156,167,3.2,141,149,0 days 00:10:35,0 days 00:09:02,49,30,1.07,11.9,12.9,318,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:40,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:56.23,4,0.0,33,19,42,0,0,0,8,garmin,0,15.40880503144654,0.8,8.31496062992126,5.669291338582677,8.314996037754556,10.393745047193194
89,154,2020-04-26 16:29:28,Running,2020-04-26 16:29:28,False,Denver Running,3.42,438,00:36:03,152,169,3.3,143,185,0 days 00:10:32,0 days 00:08:44,167,184,1.07,11.6,12.6,322,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:03,0,0:00,71.6,0,0:00,No,0.0,0,0,0,05:19.12,4,0.0,31,13,39,0,0,0,8,garmin,0,48.83040935672515,0.7794871794871795,8.354430379746836,5.69620253164557,8.35478764472696,10.718313096853665
90,156,2020-04-24 13:06:42,Running,2020-04-24 13:06:42,False,Denver Running,3.12,432,00:32:48,162,172,3.4,145,155,0 days 00:10:31,0 days 00:09:25,52,49,1.06,12.0,12.9,321,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:48,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:31.53,4,0.0,35,14,42,0,0,0,8,garmin,0,16.666666666666668,0.8307692307692308,8.36767036450079,5.7052297939778125,8.36771205174054,10.072245988206205
91,158,2020-04-22 16:43:50,Running,2020-04-22 16:43:50,False,Denver Running,2.95,362,00:27:39,155,174,3.3,146,160,0 days 00:09:23,0 days 00:08:16,13,20,1.18,11.0,13.3,308,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:39,0,0:00,78.8,0,0:00,No,0.0,0,0,0,08:58.87,3,0.0,33,17,39,0,0,0,8,garmin,0,4.406779661016949,0.7948717948717948,9.378330373001775,6.394316163410302,9.378333639408673,11.798548772159299
92,160,2020-04-19 11:00:31,Running,2020-04-19 11:00:31,False,Denver Running,4.88,676,00:47:20,169,178,4.7,146,194,0 days 00:09:42,0 days 00:07:54,39,49,1.14,11.1,12.9,277,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47:20,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:01.11,7,0.0,39,20,51,0,0,0,8,garmin,0,7.991803278688525,0.8666666666666667,9.072164948453608,6.185567010309279,9.072175340532104,10.467894623690889
93,162,2020-04-17 17:37:07,Running,2020-04-17 17:37:07,False,Denver - Run Workout,3.41,471,00:40:13,144,161,3.1,127,154,0 days 00:11:48,0 days 00:09:22,46,36,1.08,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:13,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:13.40,6,0.0,19,19,19,0,0,0,8,garmin,0,13.48973607038123,0.7384615384615385,7.457627118644067,5.084745762711864,7.457651457996582,10.098903016037038
94,165,2020-04-15 16:37:55,Running,2020-04-15 16:37:55,False,Denver Running,3.12,435,00:30:06,170,187,3.9,145,194,0 days 00:09:39,0 days 00:08:14,43,43,1.15,11.4,13.4,308,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:06,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:19.56,4,0.0,38,28,45,0,0,0,8,garmin,0,13.782051282051281,0.8717948717948718,9.119170984455957,6.217616580310881,9.119202050396124,10.460261175454377
95,168,2020-04-11 12:14:20,Running,2020-04-11 12:14:20,False,Denver Running,3.11,407,00:33:26,147,161,3.1,141,151,0 days 00:10:45,0 days 00:09:18,33,30,1.06,11.9,12.8,325,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:26,0,0:00,82.4,0,0:00,No,0.0,0,0,0,01:18.02,4,0.0,31,19,38,0,0,0,8,garmin,0,10.610932475884244,0.7538461538461538,8.186046511627907,5.5813953488372094,8.18606304201526,10.859063218999834
96,170,2020-04-09 19:02:59,Running,2020-04-09 19:02:59,False,Denver - Run Workout,3.11,378,00:33:24,143,157,2.9,139,256,0 days 00:10:43,0 days 00:09:20,10,16,1.06,12.2,13.1,322,49.8% L / 50.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:24,0,0:00,68.0,0,0:00,No,0.0,0,0,0,05:00.00,4,0.0,30,16,36,0,0,0,8,garmin,0,3.2154340836012865,0.7333333333333333,8.211508553654742,5.598755832037325,8.211510076319481,11.197513740435657
97,171,2020-04-07 17:40:11,Running,2020-04-07 17:40:11,False,Denver - Run Workout,4.18,542,00:40:18,160,180,4.0,145,158,0 days 00:09:38,0 days 00:04:50,36,43,1.16,11.5,13.5,308,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:18,0,0:00,82.4,0,0:00,No,0.0,0,0,0,00:18.31,8,0.0,35,17,44,0,0,0,8,garmin,0,8.612440191387561,0.8205128205128205,9.134948096885813,6.228373702422146,9.134960249239263,11.133232803760352
98,172,2020-04-05 12:14:44,Running,2020-04-05 12:14:44,False,Denver Running,3.15,416,00:30:24,162,178,3.7,144,181,0 days 00:09:39,0 days 00:08:39,33,30,1.16,11.6,13.7,307,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:24,0,0:00,80.6,0,0:00,No,0.0,0,0,0,01:26.55,4,0.0,36,18,44,0,0,0,8,garmin,0,10.476190476190476,0.8307692307692308,9.119170984455957,6.217616580310881,9.11918893443157,10.976801495149111
99,174,2020-04-03 17:37:14,Running,2020-04-03 17:37:14,False,Denver Running,3.08,380,00:30:28,151,167,3.4,146,159,0 days 00:09:54,0 days 00:08:44,46,23,1.11,11.4,13.0,313,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:28,0,0:00,51.8,0,0:00,No,0.0,0,0,0,00:49.50,4,0.0,34,14,43,0,0,0,8,garmin,0,14.935064935064934,0.7743589743589744,8.888888888888888,6.0606060606060606,8.888924448990926,11.479074619557817
100,175,2020-03-31 17:32:44,Running,2020-03-31 17:32:44,False,Denver Running,2.68,351,00:30:28,143,158,2.9,141,249,0 days 00:11:21,0 days 00:09:02,16,10,0.97,12.6,12.1,324,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:28,0,0:00,80.6,0,0:00,No,0.0,0,0,0,08:36.97,3,0.0,31,22,40,0,0,0,8,garmin,0,5.970149253731343,0.7333333333333333,7.753303964757709,5.286343612334802,7.753308921076226,10.572693983285763
101,176,2020-03-25 17:36:26,Running,2020-03-25 17:36:26,False,Denver - Run Workout,3.56,453,00:40:43,140,157,2.9,139,248,0 days 00:11:27,0 days 00:09:29,20,33,1.02,11.9,12.3,326,50.9% L / 49.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:43,0,0:00,78.8,0,0:00,No,0.0,0,0,0,00:43.31,5,0.0,31,19,38,0,0,0,8,garmin,0,5.617977528089887,0.717948717948718,7.685589519650655,5.240174672489084,7.685593870151099,10.70493431913903
102,177,2020-03-24 17:34:11,Running,2020-03-24 17:34:11,False,Denver - Run Workout,1.79,201,00:20:04,124,139,2.1,141,150,0 days 00:11:11,0 days 00:10:18,13,3,1.02,12.6,13.0,324,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:04,0,0:00,75.2,0,0:00,No,0.0,0,0,0,02:03.63,5,0.0,27,16,36,0,0,0,8,garmin,0,7.262569832402234,0.6358974358974359,7.868852459016393,5.365126676602086,7.868859902804444,12.374416782636022
103,178,2020-03-22 09:30:30,Running,2020-03-22 09:30:30,False,Denver - Run Workout,5.83,723,01:05:51,145,166,3.4,140,202,0 days 00:11:18,0 days 00:09:06,164,269,1.01,11.9,12.0,324,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:51,0,0:00,62.6,0,0:00,No,0.0,0,0,0,10:14.76,6,0.0,31,17,39,0,0,0,8,garmin,0,28.130360205831902,0.7435897435897436,7.787610619469025,5.309734513274336,7.787721142781532,10.4731422264993
104,179,2020-03-21 11:51:45,Running,2020-03-21 11:51:45,False,Denver Running,3.2,417,00:35:02,144,159,2.9,143,164,0 days 00:10:56,0 days 00:09:25,72,49,1.03,12.7,13.3,318,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:02,0,0:00,68.0,0,0:00,No,0.0,0,0,0,02:04.92,4,0.0,34,23,45,0,0,0,8,garmin,0,22.5,0.7384615384615385,8.048780487804876,5.48780487804878,8.048853567261084,10.89948920566605
105,180,2020-03-20 18:08:58,Running,2020-03-20 18:08:58,False,Denver Running,3.05,332,00:25:59,160,178,3.4,148,173,0 days 00:08:31,0 days 00:07:20,46,26,1.27,10.1,13.2,298,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:59,0,0:00,57.2,0,0:00,No,0.0,0,0,0,00:27.88,4,0.0,34,18,41,0,0,0,8,garmin,0,15.081967213114755,0.8205128205128205,10.332681017612524,7.045009784735812,10.332723170786455,12.593006364395992
106,181,2020-03-18 17:17:12,Running,2020-03-18 17:17:12,False,Denver - Run Workout,3.88,525,00:40:23,151,168,3.3,142,157,0 days 00:10:24,0 days 00:02:01,59,75,1.08,11.8,13.0,317,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:23,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:22.56,5,0.0,33,22,41,0,0,0,8,garmin,0,15.20618556701031,0.7743589743589744,8.461538461538462,5.769230769230769,8.461573552168325,10.927197633594856
107,182,2020-03-17 19:01:11,Running,2020-03-17 19:01:11,False,Denver - Run Workout,3.77,483,00:38:27,147,164,3.2,142,187,0 days 00:10:11,0 days 00:08:39,36,33,1.11,11.6,13.1,317,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:27,0,0:00,69.8,0,0:00,No,0.0,0,0,0,00:26.66,7,0.0,32,17,38,0,0,0,8,garmin,0,9.549071618037136,0.7538461538461538,8.641571194762683,5.8919803600654665,8.641585327191855,11.463327474846338
108,183,2020-03-15 14:20:25,Running,2020-03-15 14:20:25,False,Denver - Run Workout,9.01,"1,244",01:41:02,154,168,3.9,142,256,0 days 00:11:13,0 days 00:07:21,279,243,1.02,12.2,12.6,319,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:41:02,0,0:00,71.6,0,0:00,No,0.0,0,0,0,00:12.50,11,0.0,34,17,43,0,0,0,8,garmin,0,30.965593784683687,0.7897435897435897,7.845468053491826,5.349182763744428,7.845602973422034,9.934367401411018
109,184,2020-03-14 17:55:07,Running,2020-03-14 17:55:07,False,Denver Running,3.15,325,00:27:14,151,175,3.1,147,165,0 days 00:08:39,0 days 00:07:39,46,43,1.26,10.7,13.7,297,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:14,0,0:00,53.6,0,0:00,No,0.0,0,0,0,01:21.25,4,0.0,31,16,41,0,0,0,8,garmin,0,14.603174603174603,0.7743589743589744,10.173410404624278,6.936416184971098,10.17344931473344,13.137898121675635
110,185,2020-03-08 13:00:47,Running,2020-03-08 13:00:47,False,Denver - Run Workout,5.41,782,00:57:40,163,175,3.9,140,166,0 days 00:10:39,0 days 00:08:02,171,167,1.1,11.2,12.4,320,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:40,0,0:00,77.0,0,0:00,No,0.0,0,0,0,04:53.76,6,0.0,34,16,43,0,0,0,8,garmin,0,31.608133086876155,0.8358974358974359,8.262910798122064,5.633802816901408,8.26305885514868,9.885254458613451
111,186,2020-03-06 13:02:50,Running,2020-03-06 13:02:50,False,Denver - Run Workout,3.44,505,00:38:14,157,187,3.4,136,256,0 days 00:11:07,0 days 00:02:54,361,338,1.07,10.8,11.2,327,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:14,0,0:00,77.0,0,0:00,No,0.0,0,0,0,01:00.00,19,0.0,32,18,42,0,0,0,8,garmin,0,104.94186046511628,0.8051282051282052,7.916041979010494,5.397301349325337,7.917605360203085,9.83396844101657
112,187,2020-03-05 11:45:47,Running,2020-03-05 11:45:47,False,Denver Running,4.71,575,00:43:43,152,169,3.6,146,160,0 days 00:09:17,0 days 00:08:06,95,79,1.19,10.8,13.2,311,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:43,0,0:00,62.6,0,0:00,No,0.0,0,0,0,06:38.12,5,0.0,33,16,39,0,0,0,8,garmin,0,20.169851380042463,0.7794871794871795,9.47935368043088,6.4631956912028725,9.479422845162896,12.161101676360294
113,188,2020-03-03 11:49:30,Running,2020-03-03 11:49:30,False,Denver Running,4.82,624,00:44:17,165,181,4.0,149,165,0 days 00:09:12,0 days 00:07:22,105,131,1.17,11.0,12.9,303,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,44:17,0,0:00,71.6,0,0:00,No,0.0,0,0,0,07:52.83,5,0.0,36,18,43,0,0,0,8,garmin,0,21.784232365145225,0.8461538461538461,9.565217391304348,6.521739130434783,9.565298801664792,11.304444038331118
114,189,2020-03-01 10:56:54,Running,2020-03-01 10:56:54,False,Denver - Run Workout,10.5,"1,443",01:52:45,153,179,4.2,141,256,0 days 00:10:45,0 days 00:06:36,348,315,1.07,11.7,12.7,317,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:52:45,0,0:00,55.4,0,0:00,No,0.0,0,0,0,04:24.38,12,0.0,34,19,43,0,0,0,8,garmin,0,33.142857142857146,0.7846153846153846,8.186046511627907,5.5813953488372094,8.186207781031197,10.43340207386329
115,190,2020-02-29 12:16:01,Running,2020-02-29 12:16:01,False,Denver - Run Workout,3.4,440,00:34:07,147,170,3.1,146,256,0 days 00:10:03,0 days 00:07:41,39,16,1.13,10.8,12.3,304,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:07,0,0:00,62.6,0,0:00,No,0.0,0,0,0,04:26.71,4,0.0,34,19,41,0,0,0,8,garmin,0,11.470588235294118,0.7538461538461538,8.756218905472636,5.970149253731343,8.756239568294767,11.615419835493059
116,191,2020-02-27 11:46:38,Running,2020-02-27 11:46:38,False,Denver - Run Workout,3.32,433,00:33:54,148,162,3.0,145,157,0 days 00:10:13,0 days 00:08:54,89,72,1.04,11.6,12.2,313,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:54,0,0:00,66.2,0,0:00,No,0.0,0,0,0,03:53.95,5,0.0,34,20,41,0,0,0,8,garmin,0,26.80722891566265,0.7589743589743589,8.61337683523654,5.872756933115824,8.613487848956192,11.34885223342201
117,192,2020-02-26 16:12:10,Running,2020-02-26 16:12:10,False,Denver - Run Workout,3.72,493,00:38:23,148,161,3.0,143,159,0 days 00:10:19,0 days 00:08:11,66,59,1.1,11.9,12.9,321,49.8% L / 50.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:23,0,0:00,66.2,0,0:00,No,0.0,0,0,0,03:23.46,5,0.0,33,23,39,0,0,0,8,garmin,0,17.741935483870968,0.7589743589743589,8.529886914378029,5.815831987075929,8.529935069911481,11.23876580157256
118,193,2020-02-25 17:57:04,Running,2020-02-25 17:57:04,False,Denver - Run Workout,5.79,732,00:55:20,149,169,3.6,144,158,0 days 00:09:33,0 days 00:07:51,39,49,1.18,10.6,12.6,312,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:20,0,0:00,46.4,0,0:00,No,0.0,0,0,0,03:09.19,8,0.0,34,20,43,0,0,0,8,garmin,0,6.7357512953367875,0.764102564102564,9.214659685863873,6.282722513089005,9.214667184000847,12.059463764296412
119,194,2020-02-23 14:02:22,Running,2020-02-23 14:02:22,False,Denver - Run Workout,6.51,875,01:10:02,148,171,3.6,141,219,0 days 00:10:46,0 days 00:07:40,164,154,1.07,11.2,12.2,320,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:10:02,0,0:00,66.2,0,0:00,No,0.0,0,0,0,00:07.83,8,0.0,32,19,42,0,0,0,8,garmin,0,25.192012288786483,0.7589743589743589,8.173374613003094,5.572755417956656,8.173467643814995,10.769095882053541
120,195,2020-02-21 12:18:03,Running,2020-02-21 12:18:03,False,Denver - Run Workout,4.01,566,00:43:48,152,182,3.4,137,196,0 days 00:10:56,0 days 00:04:59,194,177,1.07,10.7,11.4,321,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:48,0,0:00,73.4,0,0:00,No,0.0,0,0,0,00:30.00,17,0.0,33,19,45,0,0,0,8,garmin,0,48.37905236907731,0.7794871794871795,8.048780487804876,5.48780487804878,8.049118348632854,10.326171565680307
121,197,2020-02-20 11:29:39,Running,2020-02-20 11:29:39,False,Denver - Run Workout,1.11,124,00:10:00,139,159,2.0,147,162,0 days 00:08:59,0 days 00:07:51,43,26,1.17,11.8,13.7,305,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:00,0,0:00,60.8,0,0:00,No,0.0,0,0,0,05:00.00,2,0.0,31,18,35,0,0,0,8,garmin,0,38.73873873873873,0.7128205128205128,9.795918367346939,6.679035250463823,9.796182020169953,13.742845280094537
122,198,2020-02-16 16:03:00,Running,2020-02-16 16:03:00,False,Denver - Run Workout,9.14,"1,174",01:40:07,144,168,3.6,142,256,0 days 00:10:57,0 days 00:05:29,249,272,1.04,11.9,12.5,324,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:40:07,0,0:00,60.8,0,0:00,No,0.0,0,0,0,01:31.13,11,0.0,31,17,40,0,0,0,8,garmin,0,27.24288840262582,0.7384615384615385,8.036529680365296,5.479452054794521,8.036636653352742,10.882945468081838
123,199,2020-02-15 17:10:30,Running,2020-02-15 17:10:30,False,Denver - Run Workout,3.05,392,00:31:08,144,161,2.9,146,202,0 days 00:10:13,0 days 00:08:35,23,33,1.1,10.9,12.0,309,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:08,0,0:00,59.0,0,0:00,No,0.0,0,0,0,00:39.97,4,0.0,31,21,39,0,0,0,8,garmin,0,7.540983606557377,0.7384615384615385,8.61337683523654,5.872756933115824,8.613385620026438,11.6639596937858
124,200,2020-02-14 17:29:27,Running,2020-02-14 17:29:27,False,Denver Running,3.01,383,00:27:18,158,177,3.4,147,181,0 days 00:09:04,0 days 00:06:53,3,39,1.23,10.5,12.9,298,50.3% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:18,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:10.15,4,0.0,35,18,46,0,0,0,8,garmin,0,0.9966777408637875,0.8102564102564103,9.705882352941176,6.61764705882353,9.70588252586176,11.978779066728121
