,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
125,201,2020-02-12 16:15:45,Running,2020-02-12 16:15:45,False,Denver Running,4.0,471,00:39:24,145,172,3.1,146,161,0 days 00:09:51,0 days 00:08:33,82,82,1.12,11.6,13.2,312,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:24,0,0:00,57.2,0,0:00,No,0.0,0,0,0,09:19.51,4,0.0,31,17,42,0,0,0,8,garmin,0,20.5,0.7435897435897436,8.934010152284264,6.091370558375635,8.93407748942731,12.0147938650919
126,204,2020-02-08 16:08:22,Running,2020-02-08 16:08:22,False,Denver - Run Workout,3.1,398,00:29:40,153,177,3.1,147,196,0 days 00:09:34,0 days 00:08:02,20,23,1.15,11.5,13.4,303,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:40,0,0:00,69.8,0,0:00,No,0.0,0,0,0,01:05.60,4,0.0,33,19,40,0,0,0,8,garmin,0,6.451612903225806,0.7846153846153846,9.198606271777003,6.2717770034843205,9.19861313867555,11.72372262772374
127,205,2020-02-07 19:14:39,Running,2020-02-07 19:14:39,False,Lakewood Running,1.05,154,00:11:30,145,154,2.2,142,160,0 days 00:10:57,0 days 00:11:53,3,3,0.25,58.4,12.7,319,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,11:30,0,0:00,77.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,35,26,40,0,0,0,8,garmin,0,2.857142857142857,0.7435897435897436,8.036529680365296,5.479452054794521,8.036530856980868,10.807748393870822
128,207,2020-02-06 15:58:58,Running,2020-02-06 15:58:58,False,Denver - Run Workout,2.9,346,00:26:58,150,164,3.0,148,191,0 days 00:09:18,0 days 00:08:26,43,59,1.17,10.8,12.9,303,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:58,0,0:00,64.4,0,0:00,No,0.0,0,0,0,01:58.01,5,0.0,32,21,37,0,0,0,8,garmin,0,14.827586206896552,0.7692307692307693,9.462365591397848,6.451612903225806,9.462402902831958,12.301123773681544
129,208,2020-02-05 15:25:25,Running,2020-02-05 15:25:25,False,Denver - Run Workout,4.13,566,00:40:55,157,173,3.6,146,198,0 days 00:09:54,0 days 00:07:22,92,82,1.15,11.3,13.3,308,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:55,0,0:00,50.0,0,0:00,No,0.0,0,0,0,05:00.00,6,0.0,33,24,42,0,0,0,8,garmin,0,22.276029055690074,0.8051282051282052,8.888888888888888,6.0606060606060606,8.888967997408168,11.040437958564285
130,209,2020-02-04 17:55:04,Running,2020-02-04 17:55:04,False,Run Workout,3.46,492,00:35:10,153,176,3.6,146,176,0 days 00:10:10,0 days 00:08:09,3,10,1.1,12.2,13.6,304,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:10,0,0:00,78.8,0,0:00,No,0.0,0,0,0,05:00.00,5,0.0,36,24,41,0,0,0,8,garmin,0,0.8670520231213873,0.7846153846153846,8.655737704918034,5.901639344262295,8.65573782162494,11.031822713835709
131,211,2020-02-02 12:57:26,Running,2020-02-02 12:57:26,False,Denver - Run Workout,6.22,819,01:02:56,152,168,3.9,142,171,0 days 00:10:07,0 days 00:07:58,118,72,1.12,11.5,13.0,315,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:02:56,0,0:00,82.4,0,0:00,No,0.0,0,0,0,02:13.65,8,0.0,34,19,42,0,0,0,8,garmin,0,18.971061093247588,0.7794871794871795,8.698517298187808,5.930807248764415,8.698573445534024,11.159354091310096
132,212,2020-01-31 16:07:33,Running,2020-01-31 16:07:33,False,Denver Running,3.5,485,00:34:45,157,169,3.5,145,214,0 days 00:09:56,0 days 00:07:11,43,33,1.13,10.5,11.8,307,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:45,0,0:00,71.6,0,0:00,No,0.0,0,0,0,04:52.07,4,0.0,34,15,41,0,0,0,8,garmin,0,12.285714285714286,0.8051282051282052,8.859060402684563,6.040268456375839,8.859084384941783,11.00332136983215
133,214,2020-01-30 11:50:17,Running,2020-01-30 11:50:17,False,Denver - Run Workout,3.02,396,00:30:03,152,165,3.1,145,166,0 days 00:09:57,0 days 00:08:23,52,43,1.14,11.1,12.8,311,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:03,0,0:00,55.4,0,0:00,No,0.0,0,0,0,00:02.86,6,0.0,32,22,38,0,0,0,8,garmin,0,17.218543046357617,0.7794871794871795,8.844221105527637,6.030150753768845,8.844268133190639,11.346265039290621
134,215,2020-01-29 16:08:42,Running,2020-01-29 16:08:42,False,Denver - Run Workout,3.11,368,00:29:10,150,167,3.1,149,190,0 days 00:09:23,0 days 00:07:28,82,85,1.14,11.0,12.6,302,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:10,0,0:00,59.0,0,0:00,No,0.0,0,0,0,02:08.05,5,0.0,31,13,39,0,0,0,8,garmin,0,26.366559485530548,0.7692307692307693,9.378330373001775,6.394316163410302,9.378447304605533,12.191981495987193
135,216,2020-01-28 12:14:15,Running,2020-01-28 12:14:15,False,Denver - Run Workout,3.29,445,00:32:00,156,191,3.5,141,180,0 days 00:09:43,0 days 00:07:50,75,49,1.18,11.0,13.3,308,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:00,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:41.22,6,0.0,34,21,44,0,0,0,8,garmin,0,22.796352583586625,0.8,9.056603773584905,6.174957118353345,9.056688184038501,11.320860230048126
136,217,2020-01-26 14:58:14,Running,2020-01-26 14:58:14,False,Denver - Run Workout,6.76,930,01:12:13,152,168,3.8,143,256,0 days 00:10:41,0 days 00:08:39,210,210,1.06,11.5,12.3,317,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:12:13,0,0:00,73.4,0,0:00,No,0.0,0,0,0,02:57.60,8,0.0,34,23,42,0,0,0,8,garmin,0,31.06508875739645,0.7794871794871795,8.237129485179405,5.616224648985959,8.237272052337165,10.567552961879915
137,218,2020-01-25 13:42:38,Running,2020-01-25 13:42:38,False,Denver - Run Workout,3.09,374,00:28:24,154,174,3.3,148,162,0 days 00:09:11,0 days 00:06:52,30,26,1.11,11.6,13.0,300,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:24,0,0:00,68.0,0,0:00,No,0.0,0,0,0,01:50.56,5,0.0,34,21,41,0,0,0,8,garmin,0,9.708737864077671,0.7897435897435897,9.582577132486387,6.533575317604355,9.582593332286896,12.133803245428213
138,219,2020-01-24 17:48:26,Running,2020-01-24 17:48:26,False,Denver - Run Workout,3.11,368,00:30:02,147,181,3.1,142,172,0 days 00:09:40,0 days 00:05:54,13,7,1.16,10.3,11.9,307,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:02,0,0:00,60.8,0,0:00,No,0.0,0,0,0,00:02.01,14,0.0,32,19,42,0,0,0,8,garmin,0,4.180064308681672,0.7538461538461538,9.103448275862068,6.206896551724138,9.103451128679284,12.076006599268437
139,220,2020-01-23 18:03:26,Running,2020-01-23 18:03:26,False,Denver - Run Workout,3.09,389,00:31:02,149,164,3.2,145,156,0 days 00:10:03,0 days 00:08:29,13,7,1.1,11.0,12.3,317,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:02,0,0:00,59.0,0,0:00,No,0.0,0,0,0,01:00.00,14,0.0,33,17,38,0,0,0,8,garmin,0,4.207119741100324,0.764102564102564,8.756218905472636,5.970149253731343,8.756221685111957,11.459484755683434
140,221,2020-01-22 16:08:18,Running,2020-01-22 16:08:18,False,Denver - Run Workout,2.96,379,00:31:01,147,159,3.0,144,161,0 days 00:10:29,0 days 00:09:06,56,56,1.07,11.8,12.9,318,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:01,0,0:00,64.4,0,0:00,No,0.0,0,0,0,00:01.80,6,0.0,33,24,41,0,0,0,8,garmin,0,18.91891891891892,0.7538461538461538,8.394276629570747,5.723370429252783,8.394330515661018,11.13533639832584
141,222,2020-01-21 12:01:56,Running,2020-01-21 12:01:56,False,Denver - Run Workout,3.41,431,00:35:20,152,177,3.2,143,203,0 days 00:10:22,0 days 00:07:25,125,92,1.09,11.9,12.9,317,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:20,0,0:00,62.6,0,0:00,No,0.0,0,0,0,00:19.56,6,0.0,34,22,41,0,0,0,8,garmin,0,36.65689149560117,0.7794871794871795,8.488745980707394,5.787781350482315,8.488950555317452,10.890429988729625
142,223,2020-01-19 15:28:36,Running,2020-01-19 15:28:36,False,Denver - Run Workout,7.07,923,01:17:27,150,176,3.9,143,198,0 days 00:10:58,0 days 00:07:41,148,164,1.03,11.8,12.2,320,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:17:27,0,0:00,66.2,0,0:00,No,0.0,0,0,0,00:46.84,9,0.0,33,16,42,0,0,0,8,garmin,0,20.933521923620933,0.7692307692307693,8.024316109422491,5.47112462006079,8.02437917510277,10.4316929276336
143,224,2020-01-18 15:59:58,Running,2020-01-18 15:59:58,False,Denver - Run Workout,3.04,361,00:29:55,152,189,3.2,144,171,0 days 00:09:50,0 days 00:06:12,13,23,1.14,10.4,11.8,307,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:55,0,0:00,59.0,0,0:00,No,0.0,0,0,0,02:00.00,10,0.0,32,18,45,0,0,0,8,garmin,0,4.276315789473684,0.7794871794871795,8.94915254237288,6.101694915254237,8.949155477477165,11.480824461237152
144,226,2020-01-16 12:09:05,Running,2020-01-16 12:09:05,False,Denver - Run Workout,2.9,373,00:30:31,146,160,3.1,144,201,0 days 00:10:31,0 days 00:09:01,56,26,1.07,11.5,12.6,312,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:31,0,0:00,59.0,0,0:00,No,0.0,0,0,0,00:30.87,5,0.0,32,21,37,0,0,0,8,garmin,0,19.310344827586206,0.7487179487179487,8.36767036450079,5.7052297939778125,8.367726325483009,11.176072831980731
145,227,2020-01-15 11:45:30,Running,2020-01-15 11:45:30,False,Denver Running,2.97,382,00:31:49,150,165,3.1,146,157,0 days 00:10:43,0 days 00:09:04,46,49,1.04,11.8,12.3,316,50.0% L / 50.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:49,0,0:00,59.0,0,0:00,No,0.0,0,0,0,10:04.48,3,0.0,34,21,40,0,0,0,8,garmin,0,15.488215488215488,0.7692307692307693,8.211508553654742,5.598755832037325,8.211543882296375,10.675007046985288
146,228,2020-01-14 19:14:22,Running,2020-01-14 19:14:22,False,Denver - Run Workout,3.11,406,00:32:42,153,177,3.2,147,164,0 days 00:10:31,0 days 00:08:24,13,26,1.04,11.5,12.0,318,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:42,0,0:00,59.0,0,0:00,No,0.0,0,0,0,02:41.55,5,0.0,34,23,41,0,0,0,8,garmin,0,4.180064308681672,0.7846153846153846,8.36767036450079,5.7052297939778125,8.367672986741654,10.664681257611912
147,229,2020-01-11 15:14:44,Running,2020-01-11 15:14:44,False,Denver Running,6.41,850,01:05:12,156,181,4.3,142,226,0 days 00:10:11,0 days 00:06:35,161,187,1.14,11.4,12.9,307,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:12,0,0:00,62.6,0,0:00,No,0.0,0,0,0,04:12.84,7,0.0,34,16,49,0,0,0,8,garmin,0,25.117004680187208,0.8,8.641571194762683,5.8919803600654665,8.641668969826409,10.80208621228301
148,230,2020-01-08 13:59:15,Running,2020-01-08 13:59:15,False,Denver Running,3.19,430,00:30:29,160,175,3.7,147,187,0 days 00:09:32,0 days 00:08:07,62,62,1.17,11.2,13.1,306,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:29,0,0:00,73.4,0,0:00,No,0.0,0,0,0,01:51.07,4,0.0,35,22,41,0,0,0,8,garmin,0,19.435736677115987,0.8205128205128205,9.23076923076923,6.293706293706294,9.230831768280584,11.250076217591962
149,231,2020-01-07 13:58:32,Running,2020-01-07 13:58:32,False,Denver - Run Workout,2.81,374,00:30:23,150,165,3.0,142,163,0 days 00:10:48,0 days 00:08:11,52,52,1.05,11.6,12.4,318,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:23,0,0:00,75.2,0,0:00,No,0.0,0,0,0,00:23.05,5,0.0,32,23,42,0,0,0,8,garmin,0,18.505338078291814,0.7692307692307693,8.148148148148147,5.555555555555555,8.148198192352602,10.592657650058381
150,232,2020-01-05 15:49:00,Running,2020-01-05 15:49:00,False,Denver Running,3.61,474,00:35:22,157,171,3.5,146,164,0 days 00:09:48,0 days 00:08:26,56,46,1.14,11.9,13.7,305,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:22,0,0:00,53.6,0,0:00,No,0.0,0,0,0,06:14.73,4,0.0,35,17,42,0,0,0,8,garmin,0,15.51246537396122,0.8051282051282052,8.979591836734693,6.122448979591836,8.979630590996495,11.15304436461348
151,234,2020-01-02 20:33:31,Running,2020-01-02 20:33:31,False,Denver Running,3.1,384,00:28:39,152,170,3.5,143,212,0 days 00:09:15,0 days 00:07:49,30,56,1.22,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:39,0,0:00,57.2,0,0:00,No,0.0,0,0,0,01:16.94,4,0.0,0,0,0,0,0,0,8,garmin,0,9.67741935483871,0.7794871794871795,9.513513513513514,6.486486486486487,9.513529492964564,12.20485691531638
152,236,2019-12-29 12:10:24,Running,2019-12-29 12:10:24,False,Denver Running,3.07,423,00:33:00,153,165,3.1,145,191,0 days 00:10:46,0 days 00:09:22,13,7,1.03,12.1,12.6,314,50.1% L / 49.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:00,0,0:00,66.2,0,0:00,No,0.0,0,0,0,00:41.08,4,0.0,34,22,42,0,0,0,8,garmin,0,4.234527687296417,0.7846153846153846,8.173374613003094,5.572755417956656,8.17337724153618,10.417049425487289
153,237,2019-12-28 17:48:37,Running,2019-12-28 17:48:37,False,Denver Running,3.29,363,00:37:16,136,160,2.3,140,212,0 days 00:11:20,0 days 00:07:39,26,13,1.02,11.2,11.3,318,51.5% L / 48.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:16,0,0:00,50.0,0,0:00,No,0.0,0,0,0,03:18.44,4,0.0,28,19,38,0,0,0,8,garmin,0,7.90273556231003,0.6974358974358974,7.76470588235294,5.294117647058823,7.764714579600377,11.1332304633976
154,247,2019-12-22 10:31:28,Running,2019-12-22 10:31:28,False,Running,4.02,534,00:38:55,161,180,3.9,145,240,0 days 00:09:40,0 days 00:07:33,30,20,1.16,11.7,13.7,301,50.3% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:55,0,0:00,86.0,0,0:00,No,0.0,0,0,0,00:14.66,5,0.0,36,17,43,0,0,0,8,garmin,0,7.46268656716418,0.8256410256410256,9.103448275862068,6.206896551724138,9.10345736867538,11.025926626656517
155,248,2019-12-18 12:13:18,Running,2019-12-18 12:13:18,False,Denver Running,1.93,264,00:18:26,166,180,3.3,138,157,0 days 00:09:32,0 days 00:05:46,62,52,1.22,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,18:26,0,0:00,73.4,0,0:00,No,0.0,0,0,0,08:45.87,2,0.0,0,0,0,0,0,0,8,garmin,0,32.12435233160622,0.8512820512820513,9.23076923076923,6.293706293706294,9.230940076761291,10.843574186556939
156,249,2019-12-15 15:43:17,Running,2019-12-15 15:43:17,False,Denver Running,5.57,701,01:02:03,142,154,3.1,144,233,0 days 00:11:08,0 days 00:09:20,10,20,1.01,12.3,12.5,325,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:02:03,0,0:00,55.4,0,0:00,No,0.0,0,0,0,06:22.89,6,0.0,31,19,40,0,0,0,8,garmin,0,1.7953321364452424,0.7282051282051282,7.904191616766467,5.389221556886228,7.904192073695986,10.85434827021632
157,250,2019-12-14 15:01:41,Running,2019-12-14 15:01:41,False,Denver Running,5.07,679,00:52:51,153,177,3.4,142,238,0 days 00:10:26,0 days 00:08:11,194,121,1.08,11.6,12.7,314,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,52:51,0,0:00,55.4,0,0:00,No,0.0,0,0,0,00:43.25,6,0.0,32,19,44,0,0,0,8,garmin,0,38.264299802761336,0.7846153846153846,8.434504792332268,5.7507987220447285,8.43472627695925,10.750141333379435
158,252,2019-12-12 18:17:01,Running,2019-12-12 18:17:01,False,Denver - Run Workout,3.1,410,00:32:19,147,165,3.0,143,195,0 days 00:10:26,0 days 00:08:52,13,10,1.09,11.0,12.0,317,50.9% L / 49.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:19,0,0:00,62.6,0,0:00,No,0.0,0,0,0,02:19.37,5,0.0,31,18,38,0,0,0,8,garmin,0,4.193548387096774,0.7538461538461538,8.434504792332268,5.7507987220447285,8.434507452597858,11.188632335078792
159,253,2019-12-11 18:55:00,Running,2019-12-11 18:55:00,False,Denver Running,3.11,414,00:29:49,163,185,3.8,145,192,0 days 00:09:36,0 days 00:07:59,13,10,1.17,10.5,12.3,313,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:49,0,0:00,64.4,0,0:00,No,0.0,0,0,0,01:07.18,4,0.0,35,19,44,0,0,0,8,garmin,0,4.180064308681672,0.8358974358974359,9.166666666666666,6.25,9.166669539295112,10.966261105291698
160,255,2019-12-10 17:42:41,Running,2019-12-10 17:42:41,False,Denver Running,3.05,395,00:31:53,148,166,3.2,140,176,0 days 00:10:28,0 days 00:07:16,10,13,1.12,11.2,12.5,313,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:53,0,0:00,59.0,0,0:00,No,0.0,0,0,0,00:47.31,4,0.0,32,16,40,0,0,0,8,garmin,0,3.278688524590164,0.7589743589743589,8.407643312101909,5.732484076433121,8.407644933078405,11.077640283447899
161,256,2019-12-07 12:15:06,Running,2019-12-07 12:15:06,False,Denver Running,0.5,66,00:05:48.5,149,157,1.0,146,155,0 days 00:11:40,0 days 00:11:03,3,0,0.95,11.5,11.0,326,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5:48.5,0,0:00,75.2,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,31,26,36,0,0,0,8,garmin,0,6.0,0.764102564102564,7.542857142857143,5.142857142857143,7.542862012985442,9.871530822363498
162,257,2019-12-07 11:14:40,Running,2019-12-07 11:14:40,False,Denver Running,6.12,842,00:59:24,164,178,4.4,147,166,0 days 00:09:43,0 days 00:08:21,46,23,1.13,11.3,13.0,310,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,59:24,0,0:00,73.4,0,0:00,No,0.0,0,0,0,01:09.01,7,0.0,36,23,44,0,0,0,8,garmin,0,7.516339869281046,0.841025641025641,9.056603773584905,6.174957118353345,9.056612950149502,10.768533690726542
163,261,2019-12-04 11:57:33,Running,2019-12-04 11:57:33,False,Denver Running,2.87,341,00:27:06,157,184,3.3,143,175,0 days 00:09:26,0 days 00:06:49,62,52,1.17,10.0,11.9,306,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:06,0,0:00,68.0,0,0:00,No,0.0,0,0,0,08:29.54,3,0.0,34,15,42,0,0,0,8,garmin,0,21.60278745644599,0.8051282051282052,9.328621908127207,6.360424028268551,9.328699987698238,11.586601895548768
164,263,2019-12-03 18:09:49,Running,2019-12-03 18:09:49,False,Denver - Run Workout,3.06,398,00:32:10,147,167,3.1,144,162,0 days 00:10:30,0 days 00:08:30,3,13,1.06,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:10,0,0:00,64.4,0,0:00,No,0.0,0,0,0,02:10.19,5,0.0,0,0,0,0,0,0,8,garmin,0,0.9803921568627451,0.7538461538461538,8.380952380952381,5.714285714285714,8.380952525428206,11.117590084751702
165,266,2019-12-01 15:44:15,Running,2019-12-01 15:44:15,False,Denver - Run Workout,3.24,426,00:34:04,149,164,3.1,146,177,0 days 00:10:31,0 days 00:08:11,10,20,1.06,11.4,12.2,311,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:04,0,0:00,60.8,0,0:00,No,0.0,0,0,0,04:04.34,5,0.0,33,21,41,0,0,0,8,garmin,0,3.0864197530864197,0.764102564102564,8.36767036450079,5.7052297939778125,8.367671794107787,10.950979864771936
166,268,2019-11-26 16:30:54,Running,2019-11-26 16:30:54,False,Fort Worth - Run Workout,2.85,362,00:30:16,144,158,3.2,145,183,0 days 00:10:36,0 days 00:09:06,56,59,1.05,12.0,12.5,309,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:16,0,0:00,80.6,0,0:00,No,0.0,0,0,0,00:15.59,5,0.0,30,21,37,0,0,0,8,garmin,0,19.649122807017545,0.7384615384615385,8.30188679245283,5.660377358490567,8.301944278678643,11.242216210710662
167,269,2019-11-25 14:20:27,Running,2019-11-25 14:20:27,False,Fort Worth Running,6.26,928,01:03:59,160,174,4.4,144,157,0 days 00:10:14,0 days 00:08:27,138,131,1.09,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:03:59,0,0:00,82.4,0,0:00,No,0.0,0,0,0,02:46.94,7,0.0,0,0,0,0,0,0,8,garmin,0,22.044728434504794,0.8205128205128205,8.599348534201955,5.863192182410424,8.599423484838296,10.480547372146672
