Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress ScoreÂ®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2019-09-19 15:14:59,false,"Blacksburg Running","1.35","87","00:09:29.5","138","156","1.7","181","189","7:03","6:03","55","89","1.26","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:29.5","0:00","0.0","0:00","No","02:19.54","2","0.0"
Running,2019-09-14 12:14:43,false,"Blacksburg Running","1.01","96","00:07:45.7","170","193","2.3","181","191","7:40","6:24","88","36","1.16","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","7:45.7","0:00","0.0","0:00","No","00:07.37","2","0.0"
Running,2019-09-14 11:54:18,false,"Blacksburg Running","1.36","117","00:09:54.4","163","195","2.3","181","235","7:16","6:04","63","93","1.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:54.4","0:00","0.0","0:00","No","02:32.79","2","0.0"
Running,2019-09-10 12:30:33,false,"Blacksburg Running","1.32","108","00:09:50.1","154","175","2.1","181","192","7:27","5:59","62","96","1.19","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:50.1","0:00","0.0","0:00","No","02:15.67","2","0.0"
Running,2019-09-09 12:16:25,false,"Blacksburg Running","1.29","107","00:09:33.5","158","186","2.2","181","193","7:24","6:08","43","77","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:33.5","0:00","0.0","0:00","No","02:05.46","2","0.0"
Running,2019-09-07 14:16:10,false,"Blacksburg Running","2.51","231","00:19:24","168","210","3.2","180","195","7:44","6:09","157","144","1.16","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19:24","0:00","0.0","0:00","No","03:42.13","3","0.0"
Running,2019-09-06 14:11:11,false,"Blacksburg Running","2.34","196","00:16:29","166","198","3.0","181","193","7:02","5:47","129","114","1.26","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","16:29","0:00","0.0","0:00","No","02:32.27","3","0.0"
Running,2019-09-02 13:27:51,false,"Blacksburg Running","2.41","200","00:18:22","155","203","2.7","177","191","7:36","6:39","99","81","1.19","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:22","0:00","0.0","0:00","No","03:14.02","3","0.0"
Running,2019-08-29 15:17:28,false,"Blacksburg Running","1.00","66","00:05:41.7","154","189","1.8","169","237","5:41","3:38","17","8","1.67","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","5:41.7","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-08-28 16:17:13,false,"Blacksburg Running","2.76","318","00:24:53","172","202","3.7","176","187","9:01","7:36","31","43","1.02","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","24:53","0:00","0.0","0:00","No","06:34.86","3","0.0"
Running,2019-08-27 16:05:04,false,"Blacksburg Running","2.46","209","00:17:36","162","201","2.8","182","193","7:10","5:53","124","123","1.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","17:36","0:00","0.0","0:00","No","03:21.46","3","0.0"
Running,2019-08-24 11:40:52,false,"Blacksburg Running","2.01","146","00:14:40","143","168","2.0","182","200","7:18","5:57","58","79","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:40","0:00","0.0","0:00","No","00:04.76","3","0.0"
Running,2019-08-23 11:19:56,false,"Blacksburg Running","1.59","128","00:11:03","158","188","2.3","179","191","6:57","5:49","124","111","1.30","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:03","0:00","0.0","0:00","No","04:02.98","2","0.0"
Running,2019-08-12 14:43:31,false,"Blacksburg Running","1.32","72","00:09:08.0","127","166","1.5","181","190","6:56","6:02","56","95","1.29","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:08.0","0:00","0.0","0:00","No","02:06.43","2","0.0"
Running,2019-08-07 17:18:31,false,"Blacksburg Running","1.06","81","00:07:33.5","149","170","1.9","183","191","7:06","6:41","--","66","1.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","7:33.5","0:00","0.0","0:00","No","00:27.12","2","0.0"
Running,2019-08-05 14:01:35,false,"Blacksburg Running","1.31","96","00:09:24.1","146","192","2.0","180","197","7:10","5:59","54","83","1.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:24.1","0:00","0.0","0:00","No","02:07.82","2","0.0"
Running,2019-07-29 16:04:48,false,"Blacksburg Running","1.49","143","00:11:25","173","190","2.7","179","193","7:41","6:20","93","102","1.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:25","0:00","0.0","0:00","No","03:37.15","2","0.0"
Running,2019-07-29 14:17:47,false,"Blacksburg Running","1.39","117","00:09:56.3","162","184","2.3","179","193","7:09","6:15","52","86","1.26","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:56.3","0:00","0.0","0:00","No","02:41.82","2","0.0"
Running,2019-07-27 12:57:04,false,"Blacksburg Running","1.10","88","00:08:05.5","153","184","2.0","182","193","7:23","6:11","32","81","1.20","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","8:05.5","0:00","0.0","0:00","No","00:40.15","2","0.0"
Running,2019-07-26 18:22:30,false,"Blacksburg Running","3.04","258","00:21:52","166","196","3.2","182","193","7:11","6:22","179","161","1.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","21:52","0:00","0.0","0:00","No","00:17.04","4","0.0"
Running,2019-07-23 17:29:20,false,"Blacksburg Running","2.01","145","00:14:27","146","175","2.2","182","193","7:11","6:18","57","84","1.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:27","0:00","0.0","0:00","No","00:05.65","3","0.0"
Running,2019-07-22 14:50:54,false,"Blacksburg Running","1.09","103","00:08:36.1","169","185","2.3","178","189","7:55","7:06","88","40","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","8:36.1","0:00","0.0","0:00","No","00:36.87","2","0.0"
Running,2019-07-22 14:00:54,false,"Blacksburg Running","2.05","175","00:15:02","162","198","2.8","177","190","7:20","6:06","100","128","1.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:02","0:00","0.0","0:00","No","00:22.88","3","0.0"
Running,2019-07-17 18:23:11,false,"Blacksburg Running","3.21","274","00:23:11","171","203","3.3","183","228","7:14","6:21","165","153","1.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","23:11","0:00","0.0","0:00","No","01:26.46","4","0.0"
Running,2019-07-16 18:14:48,false,"Blacksburg Running","1.11","99","00:08:13.5","171","189","2.3","180","193","7:26","6:28","76","32","1.20","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","8:13.5","0:00","0.0","0:00","No","00:45.39","2","0.0"
Running,2019-07-16 17:27:24,false,"Blacksburg Running","1.34","102","00:08:59.4","163","182","2.2","183","197","6:42","5:51","60","100","1.31","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","8:59.4","0:00","0.0","0:00","No","02:18.11","2","0.0"
Running,2019-07-13 11:51:34,false,"Blacksburg Running","1.34","118","00:09:39.6","175","195","2.5","182","193","7:14","6:22","36","73","1.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:39.6","0:00","0.0","0:00","No","02:22.33","2","0.0"
Running,2019-07-10 17:45:46,false,"Blacksburg Running","1.31","105","00:09:03.4","164","191","2.3","184","193","6:56","6:12","63","102","1.26","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:03.4","0:00","0.0","0:00","No","02:06.70","2","0.0"
Running,2019-07-08 13:26:25,false,"Blacksburg Running","1.87","158","00:13:27","167","192","2.7","181","193","7:11","6:08","133","130","1.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:27","0:00","0.0","0:00","No","06:20.52","2","0.0"
Running,2019-07-07 14:55:20,false,"Blacksburg Running","0.08","5","00:00:34.0","154","169","1.0","172","193","7:20","6:14","--","--","1.28","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","0:34.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-07-07 14:04:10,false,"Blacksburg Running","1.54","108","00:10:52","148","199","2.1","182","193","7:05","6:33","66","94","1.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","10:52","0:00","0.0","0:00","No","03:45.80","2","0.0"
Running,2019-07-04 11:50:26,false,"Blacksburg Running","1.95","157","00:14:35","156","196","2.5","179","191","7:29","6:19","131","165","1.20","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:35","0:00","0.0","0:00","No","07:08.48","2","0.0"
Running,2019-06-30 15:06:57,false,"Blacksburg Running","2.01","170","00:15:04","161","189","2.7","177","187","7:30","6:40","120","163","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:04","0:00","0.0","0:00","No","00:04.54","3","0.0"
Running,2019-06-29 10:42:44,false,"Blacksburg Running","0.00","11","00:03:16.4","92","102","1.0","118","118","--","20:49","--","--","0.01","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","3:16.4","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-28 18:30:15,false,"Blacksburg Running","1.82","127","00:12:49","147","177","2.2","178","193","7:03","6:12","108","92","1.28","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:49","0:00","0.0","0:00","No","05:41.81","2","0.0"
Running,2019-06-23 16:44:30,false,"Blacksburg Running","1.77","141","00:12:11","164","202","2.6","181","193","6:52","5:57","113","97","1.29","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:11","0:00","0.0","0:00","No","05:12.33","2","0.0"
Running,2019-06-22 13:59:02,false,"Blacksburg Running","0.73","66","00:05:54.7","157","186","1.9","175","193","8:06","6:56","85","30","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","5:54.7","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-22 12:44:06,false,"Blacksburg Running","1.24","90","00:08:53.8","148","172","2.0","181","197","7:10","6:32","52","78","1.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","8:53.8","0:00","0.0","0:00","No","01:42.34","2","0.0"
Running,2019-06-17 19:12:12,false,"Blacksburg Running","2.05","157","00:14:38","158","202","2.7","181","193","7:08","6:17","90","72","1.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:38","0:00","0.0","0:00","No","00:21.24","3","0.0"
Running,2019-06-15 11:16:59,false,"Blacksburg Running","1.90","151","00:14:01","159","192","2.6","181","240","7:22","6:31","103","138","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:01","0:00","0.0","0:00","No","06:37.63","2","0.0"
Running,2019-06-03 15:44:58,false,"Blacksburg Running","1.37","113","00:09:34.3","169","197","2.4","179","238","7:00","5:52","29","70","1.29","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:34.3","0:00","0.0","0:00","No","02:30.15","2","0.0"
Running,2019-05-31 18:22:35,false,"Blacksburg Running","1.85","143","00:13:01","160","199","2.6","180","192","7:04","6:02","69","55","1.27","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:01","0:00","0.0","0:00","No","05:55.06","2","0.0"
Running,2019-05-28 19:53:54,false,"Blacksburg Running","2.04","164","00:14:34","167","193","2.8","180","200","7:09","6:05","114","102","1.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:34","0:00","0.0","0:00","No","00:13.27","3","0.0"
Running,2019-05-26 18:26:55,false,"Blacksburg Running","1.79","117","00:12:39","144","195","2.2","177","193","7:04","6:17","99","72","1.29","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:39","0:00","0.0","0:00","No","05:40.14","2","0.0"
Running,2019-05-23 13:39:40,false,"Fairfax County Running","1.53","129","00:11:25","165","191","2.5","179","189","7:28","6:48","75","85","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:25","0:00","0.0","0:00","No","03:47.29","2","0.0"
Running,2019-05-21 12:50:34,false,"Fairfax County Running","1.57","114","00:11:29","149","199","2.2","181","191","7:19","6:21","47","68","1.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:29","0:00","0.0","0:00","No","04:02.01","2","0.0"
Running,2019-05-13 10:37:21,false,"Blacksburg Running","0.43","35","00:03:14.5","160","174","1.5","177","187","7:32","6:45","--","60","1.20","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","3:14.5","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-05-13 09:14:46,false,"Blacksburg Running","1.67","129","00:12:07","159","189","2.4","182","191","7:15","5:42","81","71","1.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:07","0:00","0.0","0:00","No","04:50.28","2","0.0"
Running,2019-05-11 15:56:05,false,"Blacksburg Running","2.14","153","00:15:11","154","192","2.5","181","193","7:05","6:00","139","128","1.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:11","0:00","0.0","0:00","No","01:01.53","3","0.0"
Running,2019-05-10 11:32:12,false,"Blacksburg Running","1.51","133","00:11:01","176","200","2.7","182","191","7:18","6:39","93","100","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:01","0:00","0.0","0:00","No","03:38.44","2","0.0"
Running,2019-05-10 10:13:35,false,"Blacksburg Running","1.51","120","00:10:48","164","197","2.4","183","195","7:11","6:00","74","83","1.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","10:48","0:00","0.0","0:00","No","03:36.03","2","0.0"
Running,2019-05-07 19:51:57,false,"Blacksburg Running","2.39","141","00:16:56","138","173","2.0","182","197","7:06","6:09","106","94","1.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","16:56","0:00","0.0","0:00","No","02:34.59","3","0.0"
Running,2019-05-06 19:10:50,false,"Blacksburg Running","2.13","134","00:15:15","142","178","2.1","183","197","7:10","6:17","186","142","1.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:15","0:00","0.0","0:00","No","00:50.67","3","0.0"
Running,2019-05-02 10:53:37,false,"Blacksburg Running","1.67","151","00:13:00","176","190","3.0","182","193","7:47","6:46","83","140","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:00","0:00","0.0","0:00","No","05:15.01","2","0.0"
Running,2019-05-02 09:41:03,false,"Blacksburg Running","1.68","154","00:12:48","177","205","3.0","181","189","7:36","6:27","119","78","1.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:48","0:00","0.0","0:00","No","05:01.68","2","0.0"
Running,2019-04-30 16:31:25,false,"Blacksburg Running","1.86","138","00:14:07","149","169","2.3","180","191","7:36","6:24","84","66","1.18","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:07","0:00","0.0","0:00","No","06:18.38","2","0.0"
Running,2019-04-29 14:27:44,false,"Blacksburg Running","2.29","177","00:16:47","161","181","2.9","182","196","7:19","5:55","126","141","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","16:47","0:00","0.0","0:00","No","02:05.72","3","0.0"
Running,2019-04-25 11:00:13,false,"Blacksburg Running","1.53","132","00:12:08","162","194","2.6","179","197","7:56","7:00","87","98","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:08","0:00","0.0","0:00","No","04:16.58","2","0.0"
Running,2019-04-25 09:41:05,false,"Blacksburg Running","1.71","119","00:13:04","144","167","2.2","182","191","7:40","6:30","104","91","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:04","0:00","0.0","0:00","No","05:20.14","2","0.0"
Running,2019-04-23 17:18:21,false,"Blacksburg Running","2.52","228","00:19:01","178","199","3.5","181","196","7:33","6:13","122","157","1.18","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19:01","0:00","0.0","0:00","No","03:57.40","3","0.0"
Running,2019-04-22 11:50:48,false,"Blacksburg Running","1.68","139","00:12:27","166","187","2.7","182","194","7:24","6:54","84","97","1.19","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:27","0:00","0.0","0:00","No","04:55.49","2","0.0"
Running,2019-04-22 10:49:54,false,"Blacksburg Running","1.70","118","00:12:33","148","181","2.2","181","195","7:22","6:05","165","110","1.20","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:33","0:00","0.0","0:00","No","05:08.95","2","0.0"
Running,2019-04-18 13:45:45,false,"Blacksburg Running","1.69","151","00:12:44","178","196","3.0","180","197","7:33","6:58","83","130","1.19","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:44","0:00","0.0","0:00","No","05:16.70","2","0.0"
Running,2019-04-18 12:49:34,false,"Blacksburg Running","1.67","126","00:12:56","152","192","2.4","181","238","7:44","6:10","92","77","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:56","0:00","0.0","0:00","No","05:16.23","2","0.0"
Running,2019-04-17 10:10:19,false,"Blacksburg Running","1.71","131","00:13:11","155","198","2.5","182","238","7:42","6:30","136","102","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:11","0:00","0.0","0:00","No","05:23.21","2","0.0"
Running,2019-04-16 12:46:43,false,"Blacksburg Running","1.70","106","00:12:45","139","162","2.0","180","192","7:31","6:14","102","88","1.19","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:45","0:00","0.0","0:00","No","05:15.11","2","0.0"
Running,2019-04-11 11:19:02,false,"Blacksburg Running","1.74","117","00:13:40","143","161","2.1","179","193","7:51","6:51","79","119","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:40","0:00","0.0","0:00","No","05:44.90","2","0.0"
Running,2019-04-11 09:51:56,false,"Blacksburg Running","2.00","135","00:15:48","145","181","2.3","180","191","7:53","6:37","94","95","1.13","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:48","0:00","0.0","0:00","No","00:05.78","3","0.0"
Running,2019-04-10 11:02:52,false,"Blacksburg Running","1.75","141","00:13:46","162","179","2.7","183","191","7:51","6:44","69","130","1.12","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:46","0:00","0.0","0:00","No","06:08.29","2","0.0"
Running,2019-04-10 09:46:28,false,"Blacksburg Running","1.79","124","00:14:41","143","178","2.3","182","195","8:13","6:02","166","115","1.08","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:41","0:00","0.0","0:00","No","06:46.39","2","0.0"
Running,2019-04-08 10:47:48,false,"Blacksburg Running","1.62","154","00:13:47","180","195","3.2","171","191","8:30","6:42","79","80","1.11","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:47","0:00","0.0","0:00","No","04:47.77","2","0.0"
Running,2019-04-08 09:45:15,false,"Blacksburg Running","1.87","158","00:15:18","165","200","3.0","175","193","8:12","6:26","120","66","1.12","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:18","0:00","0.0","0:00","No","07:33.82","2","0.0"
Running,2019-04-06 11:19:04,false,"Blacksburg Running","2.37","203","00:18:12","176","203","3.4","180","191","7:41","6:47","153","146","1.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:12","0:00","0.0","0:00","No","02:58.59","3","0.0"
Running,2019-04-04 10:19:52,false,"Blacksburg Running","1.87","137","00:15:29","148","168","2.4","174","189","8:18","6:27","139","74","1.11","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:29","0:00","0.0","0:00","No","07:40.93","2","0.0"
Running,2019-04-03 10:10:17,false,"Blacksburg Running","1.94","168","00:16:06","170","196","3.2","173","189","8:18","6:37","121","60","1.12","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","16:06","0:00","0.0","0:00","No","07:46.75","2","0.0"
Treadmill Running,2019-04-02 10:38:39,false,"Treadmill Running","0.84","62","00:29:13","81","111","1.0","124","237","34:42","4:41","--","--","0.37","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","29:13","0:00","0.0","0:00","No","00:00.00","1","0.0"
Pool Swimming,2019-04-01 08:59:22,false,"Lap Swimming","1,575","255","00:37:20","--","--","--","--","--","2:14","0:56","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","870","47","25","37:20","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-28 12:18:52,false,"Blacksburg Running","1.27","85","00:09:04.5","158","186","2.3","184","193","7:08","6:31","17","67","1.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:04.5","0:00","0.0","0:00","No","01:56.78","2","0.0"
Running,2019-03-27 14:34:40,false,"Blacksburg Running","1.59","117","00:11:43","172","191","2.8","180","197","7:23","6:31","89","125","1.21","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:43","0:00","0.0","0:00","No","04:32.40","2","0.0"
Running,2019-03-27 13:45:30,false,"Blacksburg Running","1.51","91","00:12:06","141","194","2.1","179","192","8:01","6:34","78","70","1.12","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:06","0:00","0.0","0:00","No","03:47.24","2","0.0"
Running,2019-03-24 13:05:03,false,"Blacksburg Running","0.70","56","00:06:03.9","160","197","2.1","173","183","8:40","7:22","60","35","1.07","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","6:03.9","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-22 13:07:11,false,"Blacksburg Running","2.24","181","00:20:55","152","174","2.7","176","219","9:20","4:38","39","74","0.98","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","20:55","0:00","0.0","0:00","No","02:26.79","3","0.0"
Running,2019-03-21 13:34:43,false,"Blacksburg Running","2.25","209","00:20:32","172","195","3.4","178","211","9:08","4:55","--","36","0.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","20:32","0:00","0.0","0:00","No","02:31.23","3","0.0"
Running,2019-03-20 12:14:53,false,"Blacksburg Running","1.51","124","00:11:53","174","202","3.0","180","191","7:52","6:47","96","96","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","11:53","0:00","0.0","0:00","No","03:49.48","2","0.0"
Pool Swimming,2019-03-12 16:40:04,false,"Lap Swimming","75","13","00:02:22.3","--","--","--","--","--","3:10","3:06","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","37","60","16","2:22.3","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-02 14:41:42,false,"Blacksburg - Running","2.72","169","00:27:02","130","166","2.4","172","197","9:55","6:42","141","141","0.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","27:02","0:00","0.0","0:00","No","00:00.98","5","0.0"
Running,2019-02-28 15:06:45,false,"Blacksburg - Running","2.55","158","00:19:37","146","190","2.6","177","193","7:41","6:13","138","87","1.18","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19:37","0:00","0.0","0:00","No","04:10.25","3","0.0"
Running,2019-02-26 15:21:58,false,"Blacksburg Running","2.27","139","00:16:32","150","171","2.5","178","238","7:16","6:07","128","91","1.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","16:32","0:00","0.0","0:00","No","07:11.91","3","0.0"
Running,2019-02-24 11:15:20,false,"Blacksburg Running","2.00","165","00:15:39","180","203","3.4","179","192","7:49","6:47","138","84","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:39","0:00","0.0","0:00","No","07:42.43","2","0.0"
Running,2019-02-21 14:34:11,false,"Blacksburg Running","2.50","192","00:21:47","156","193","3.0","174","187","8:43","7:13","162","117","1.06","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","21:47","0:00","0.0","0:00","No","08:44.82","3","0.0"
Running,2019-02-19 13:15:52,false,"Blacksburg Running","2.39","175","00:19:35","160","198","3.1","179","202","8:12","6:28","137","145","1.10","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19:35","0:00","0.0","0:00","No","08:05.06","3","0.0"
Running,2019-02-18 10:23:08,false,"Blacksburg Running","1.77","109","00:13:34","150","189","2.4","184","195","7:39","6:45","81","64","1.14","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:34","0:00","0.0","0:00","No","07:19.24","2","0.0"
Running,2019-02-08 13:16:11,false,"Blacksburg Running","2.33","150","00:18:10","155","179","2.8","180","195","7:47","6:08","166","140","1.15","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:10","0:00","0.0","0:00","No","07:35.59","3","0.0"
Running,2019-02-07 13:40:29,false,"Blacksburg Running","3.01","245","00:24:23","183","204","4.3","179","189","8:07","6:46","137","117","1.11","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","24:23","0:00","0.0","0:00","No","07:50.73","4","0.0"
Running,2019-02-03 13:13:36,false,"Blacksburg Running","2.06","180","00:20:35","163","193","3.2","161","193","10:00","6:13","72","32","0.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","20:35","0:00","0.0","0:00","No","07:29.04","3","0.0"
Running,2019-01-24 12:25:16,false,"Blacksburg Running","2.71","197","00:23:11","162","185","3.2","175","235","8:33","5:45","166","160","1.07","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","23:11","0:00","0.0","0:00","No","07:27.86","3","0.0"
Treadmill Running,2019-01-22 09:22:01,false,"Treadmill Running","0.90","96","00:10:54","168","198","2.8","166","179","12:10","7:12","--","--","0.80","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","10:54","0:00","0.0","0:00","No","00:00.00","1","0.0"
