Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress ScoreÂ®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2018-11-21 12:27:52,false,"Fairfax County Running","3.03","249","00:29:52","168","195","3.5","165","189","9:51","7:08","93","150","0.98","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","29:52","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-19 15:53:56,false,"Fairfax County Running","3.37","251","00:32:09","162","200","3.7","169","203","9:32","5:46","93","135","1.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","32:09","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-15 10:58:28,false,"Blacksburg Running","2.83","222","01:40:10","--","--","--","137","247","35:20","2:52","9","6","0.33","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:40:10","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-11-14 09:17:54,false,"Blacksburg Running","1.26","92","00:57:57","--","--","--","136","241","45:51","4:29","--","--","0.26","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","57:57","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-11-13 18:27:05,false,"Blacksburg Running","3.35","260","01:44:32","--","--","--","148","247","31:09","4:31","--","--","0.35","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:44:32","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-09 10:09:24,false,"Austin Running","0.69","67","00:09:51.5","141","161","1.8","150","187","14:12","7:06","17","15","0.76","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:51.5","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-11-08 13:29:16,false,"Austin Running","2.38","403","01:16:13","135","193","2.7","140","238","32:05","3:43","33","41","0.36","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:16:13","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-11-07 09:11:56,false,"Blacksburg Running","3.68","581","01:50:38","137","188","3.0","143","247","30:02","4:23","18","14","0.38","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:50:38","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-06 17:45:05,false,"Blacksburg Running","2.46","420","01:55:47","110","165","1.7","136","247","46:58","4:18","7","10","0.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:55:47","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-11-05 09:14:56,false,"Blacksburg Running","3.22","497","01:39:05","129","184","2.9","137","247","30:46","4:36","8","11","0.38","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:39:05","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-11-04 07:55:52,false,"Blacksburg Running","4.85","706","01:50:00","146","196","3.4","141","249","22:40","4:03","29","30","0.50","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:50:00","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-31 09:23:27,false,"Blacksburg Running","4.39","831","01:47:14","164","198","4.5","151","241","24:27","4:09","12","18","0.44","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:47:14","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-10-24 09:17:38,false,"Blacksburg Running","2.06","365","01:02:19","138","180","2.4","135","237","30:14","4:01","10","12","0.39","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:02:19","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-23 18:23:48,false,"Blacksburg Running","2.56","499","01:38:40","133","187","2.8","136","244","38:36","4:10","9","9","0.31","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:38:40","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-20 13:33:48,false,"Blacksburg Running","2.27","296","01:08:56","118","152","1.5","134","247","30:21","4:21","7","9","0.40","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:08:56","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-10-19 09:33:19,false,"Blacksburg Running","3.42","490","01:05:21","154","195","3.7","151","247","19:07","3:44","1","8","0.56","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:05:21","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-10-18 18:27:46,false,"Blacksburg Running","1.02","267","00:53:50","130","174","2.5","132","242","52:36","4:29","--","--","0.23","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","53:50","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-10-17 09:18:13,false,"Blacksburg Running","1.82","377","01:26:46","119","167","1.9","132","240","47:44","4:45","6","6","0.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:26:46","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-10-16 16:51:03,false,"Blacksburg Running","4.37","713","02:08:07","136","186","3.0","141","247","29:19","3:52","7","8","0.39","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","2:08:07","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2018-10-15 09:10:59,false,"Blacksburg Running","0.50","117","00:14:41","146","165","2.2","152","233","29:38","10:29","--","4","0.36","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","14:41","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-10-14 16:55:08,false,"Blacksburg Running","3.33","199","00:25:20","149","194","3.0","182","200","7:37","6:06","182","181","1.17","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","25:20","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-10-13 18:24:42,false,"Blacksburg Running","1.23","308","00:59:34","134","189","3.2","138","237","48:15","4:24","1","--","0.24","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","59:34","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-10-12 09:14:09,false,"Blacksburg Running","1.85","348","01:22:01","121","174","2.3","132","247","44:20","4:46","8","8","0.28","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:22:01","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-10-05 10:09:55,false,"Blacksburg Running","0.57","40","00:26:27","--","--","--","140","241","46:44","9:09","--","--","0.25","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","26:27","0:00","0.0","0:00","No","00:00.00","1","0.0"
Indoor Cycling,2018-10-04 15:57:41,false,"Indoor Cycling","0.00","--","00:06:36.6","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","6:36.6","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-10-03 10:03:42,false,"Blacksburg Running","0.81","46","00:12:56","89","109","1.1","170","211","16:00","5:04","3","--","0.59","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:56","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-09-09 16:52:23,false,"Blacksburg Running","2.55","504","01:35:40","134","186","2.7","139","244","37:31","4:55","7","3","0.31","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:35:40","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-09-07 09:47:11,false,"Chester Running","0.72","75","00:10:20","143","162","2.0","159","177","14:23","8:52","--","--","0.70","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","10:20","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-09-03 12:02:11,false,"Blacksburg Running","4.01","337","00:44:15","161","197","4.3","171","237","11:02","6:18","205","199","0.86","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","44:15","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-30 10:58:52,false,"Tuscaloosa Running","0.92","76","00:10:27","139","158","1.9","172","179","11:24","8:47","--","3","0.82","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","10:27","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-07-30 17:02:25,false,"Blacksburg Running","1.20","369","00:45:30","158","191","3.5","139","247","37:50","6:49","4","6","0.31","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","45:30","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-07-30 08:05:41,false,"Blacksburg Running","1.41","172","00:35:54","121","174","1.9","140","247","25:30","4:46","--","--","0.45","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","35:54","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-07-27 07:07:41,false,"Blacksburg Running","1.86","273","00:39:18","143","185","3.1","147","243","21:08","3:47","--","--","0.52","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","39:18","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-07-26 16:51:40,false,"Blacksburg Running","2.36","448","00:56:19","155","187","3.7","145","239","23:53","4:38","2","2","0.47","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","56:19","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-07-25 16:16:48,false,"Blacksburg Running","0.64","120","00:15:57","146","180","2.3","139","247","25:05","5:42","--","--","0.46","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:57","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-07-25 07:06:02,false,"Blacksburg Running","1.21","212","00:28:29","147","187","2.9","132","237","23:33","4:04","1","2","0.52","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","28:29","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-06-17 12:47:51,false,"Hills all over the place","2.30","197","00:18:02","--","--","--","--","--","7:50","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:02","0:00","0.0","0:00","No","00:00.00","1","0.0"
Swimming,2018-06-01 13:29:41,false,"Swimming","1,640","310","00:35:00","--","--","--","--","--","2:08","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","35:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-06-01 13:28:40,false,"Running","1.70","147","00:12:18","--","--","--","--","--","7:14","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:18","0:00","0.0","0:00","No","00:00.00","1","0.0"
Swimming,2018-05-31 13:30:00,false,"Swimming","1,640","354","00:40:00","--","--","--","--","--","2:26","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","40:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-05-31 13:27:00,false,"Running","1.70","148","00:12:20","--","--","--","--","--","7:15","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","12:20","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-05-28 10:56:01,false,"Blacksburg Running","2.25","195","00:25:00","152","191","2.6","163","212","11:07","4:41","64","60","0.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","25:00","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-26 18:35:57,false,"Blacksburg Running","2.08","210","00:21:04","175","202","3.4","167","189","10:08","6:33","53","59","0.94","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","21:04","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-23 11:08:44,false,"Blacksburg Running","2.20","195","00:23:58","159","208","3.0","173","203","10:54","5:36","58","72","0.85","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","23:58","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-22 11:06:11,false,"Blacksburg Running","2.26","192","00:23:17","160","191","2.9","173","204","10:19","5:35","30","40","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","23:17","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-21 11:03:04,false,"Blacksburg Running","2.36","191","00:22:37","166","205","3.4","162","189","9:36","6:46","76","67","0.99","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","22:37","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-19 12:48:39,false,"Blacksburg Running","2.28","222","00:23:54","170","201","3.7","170","233","10:29","5:27","44","48","0.90","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","23:54","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-17 11:07:44,false,"Blacksburg Running","2.08","213","00:39:30","140","201","3.3","165","187","18:58","6:19","22","22","0.52","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","39:30","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-16 13:15:34,false,"Blacksburg Running","2.15","164","00:18:32","167","203","3.3","171","191","8:36","7:08","53","59","1.07","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:32","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-15 13:06:33,false,"Blacksburg Running","2.03","185","00:18:05","184","203","3.8","173","187","8:54","6:54","81","70","1.05","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:05","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-13 12:49:10,false,"Blacksburg Running","2.13","191","00:29:00","149","195","2.9","159","212","13:37","4:46","24","23","0.73","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","29:00","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-12 10:51:36,false,"Blacksburg Running","1.94","153","00:15:41","181","208","3.6","181","204","8:05","5:47","194","108","1.10","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:41","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-05-10 08:38:07,false,"Blacksburg Running","1.40","292","01:05:58","125","187","2.0","120","228","47:08","6:59","2","1","0.28","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:05:58","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-05-09 14:45:57,false,"Blacksburg Running","2.53","290","00:40:57","158","200","3.5","156","237","16:11","4:01","--","--","0.63","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","40:57","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-09 14:34:05,false,"Blacksburg Running","0.28","41","00:09:54.1","113","152","1.2","133","217","35:12","8:19","--","--","0.34","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:54.1","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-05-08 15:33:50,false,"Blacksburg Running","2.10","207","00:25:34","167","201","3.7","171","237","12:11","3:57","177","203","0.78","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","25:34","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-05-07 12:10:08,false,"Blacksburg Running","1.24","190","00:26:08","158","203","3.2","146","207","21:09","4:56","1","--","0.52","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","26:08","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-05-02 08:15:50,false,"Blacksburg Running","2.37","166","00:42:38","107","131","1.5","151","240","17:59","3:51","6","5","0.59","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","42:38","0:00","0.0","0:00","No","00:00.00","3","0.0"
Pool Swimming,2018-04-30 08:37:12,false,"Lap Swimming","2,100","342","00:56:55","--","--","--","--","--","2:18","1:00","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","1081","47","22","56:55","0:00","0.0","0:00","No","00:00.00","1","0.0"
Pool Swimming,2018-04-26 08:13:44,false,"Lap Swimming","1,975","325","00:54:52","--","--","--","--","--","2:16","0:53","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","946","46","21","54:52","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-04-19 11:19:00,false,"Practice 4/18/2018","4.11","815","01:54:00","--","--","--","--","--","27:44","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-04-19 08:07:16,false,"Blacksburg Running","0.49","107","01:02:03","82","175","1.8","132","217","--","9:01","--","60","0.10","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:02:03","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-04-16 08:08:12,false,"Blacksburg Running","0.79","64","00:09:13.3","146","160","2.1","179","192","11:41","7:30","73","67","0.77","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","9:13.3","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-04-13 08:00:35,false,"Blacksburg Running","0.34","40","00:07:10.1","135","157","1.5","157","228","20:47","9:22","4","--","0.49","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","7:10.1","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-04-12 08:00:50,false,"Blacksburg Running","1.81","250","00:42:05","138","193","3.0","144","247","23:15","6:36","10","8","0.48","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","42:05","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-04-10 08:22:44,false,"Blacksburg Running","2.57","495","01:19:13","151","196","3.2","136","247","30:50","4:22","5","6","0.39","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:19:13","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-04-09 08:01:06,false,"Blacksburg Running","2.55","436","01:40:46","126","179","2.1","136","249","39:30","5:22","5","2","0.30","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:40:46","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-04-06 07:59:07,false,"Blacksburg Running","3.29","322","01:28:15","112","155","1.5","143","247","26:51","3:53","8","5","0.42","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:28:15","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-04-05 07:58:19,false,"Practice 4/5/2018","5.04","653","02:08:39","142","184","3.1","142","247","25:33","3:23","15","5","0.45","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","2:08:39","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-04-03 08:10:40,false,"Blacksburg Running","0.59","70","00:15:00","126","152","1.5","130","228","25:30","8:39","--","--","0.49","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","15:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-04-02 07:58:36,false,"Blacksburg Running","0.87","154","00:24:52","144","182","2.6","156","228","28:34","6:39","2","--","0.36","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","24:52","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-03-31 14:44:27,false,"Blacksburg Running","2.12","148","00:18:44","172","189","3.3","177","189","8:51","7:08","62","59","1.02","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:44","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-03-29 14:39:25,false,"Running","1.68","46","00:38:15","76","115","1.0","118","119","22:43","20:32","--","--","0.60","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","38:15","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-03-29 08:01:13,false,"Blacksburg Running","0.87","102","00:19:16","135","155","1.9","154","237","22:16","6:12","23","32","0.47","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19:16","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-03-27 08:01:55,false,"Practice 3/27/2018","4.63","540","01:56:35","138","182","2.4","146","247","25:13","2:57","--","--","0.44","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:56:35","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-03-26 06:27:56,false,"Practice 3/26/2018","3.72","626","01:43:14","153","204","3.6","147","247","27:43","3:56","5","8","0.39","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:43:14","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-23 08:36:20,false,"Practice 3/23/2018","1.04","182","00:53:15","112","162","1.6","140","240","51:17","5:06","--","--","0.22","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","53:15","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-03-22 06:28:29,false,"Practice 3/25/2018","3.21","509","01:47:15","130","187","2.7","132","242","33:24","5:04","13","13","0.36","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:47:15","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-20 07:55:31,false,"Practice 3/20/2018","2.78","432","01:38:10","128","184","2.4","138","247","35:20","4:11","7","5","0.33","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:38:10","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-03-18 19:53:58,false,"Roanoke + Radford","5.00","542","01:20:00","--","--","--","--","--","16:00","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:20:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-03-16 08:03:16,false,"Practice 3/16/2018","3.90","480","01:34:28","135","184","2.3","144","247","24:15","4:11","3","6","0.46","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:34:28","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2018-03-15 08:01:23,false,"Practice 3/15/2018","4.41","697","01:52:08","150","191","3.2","142","250","25:27","4:29","14","5","0.44","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:52:08","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-03-14 20:03:17,false,"Practice 3/14/2018","2.33","486","01:22:26","143","190","3.1","150","247","35:23","4:31","12","13","0.30","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:22:26","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-03-13 06:21:06,false,"Practice 3/13/2018","6.64","595","01:29:12","150","187","3.2","145","247","13:26","3:03","--","--","0.84","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:29:12","0:00","0.0","0:00","No","00:00.00","7","0.0"
Treadmill Running,2018-03-08 14:51:44,false,"Treadmill Running","2.17","191","00:20:47","173","200","3.5","165","175","9:34","6:48","--","--","1.02","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","20:47","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2018-03-07 15:18:35,false,"Fairfax County Running","2.35","133","00:19:51","144","175","2.2","177","230","8:27","7:12","102","126","1.08","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","19:51","0:00","0.0","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-03-06 15:50:17,false,"Treadmill Running","1.92","163","00:18:27","174","201","3.6","165","175","9:36","6:13","--","--","1.01","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","18:27","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-03-03 16:26:07,false,"Fairfax County Running","1.68","92","00:13:47","144","150","2.2","176","241","8:13","7:08","44","69","1.11","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","13:47","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-03-02 08:16:20,false,"Blacksburg Running","2.68","441","01:18:09","142","186","3.2","140","247","29:09","5:22","5","6","0.40","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:18:09","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-03-01 07:56:36,false,"Practice 3/1/2018","6.02","800","02:01:40","153","197","4.0","149","247","20:13","3:37","9","9","0.54","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","2:01:40","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2018-02-27 08:17:36,false,"Practice 2/28/2018","4.80","652","01:37:39","151","204","4.2","149","237","20:22","3:21","2","4","0.81","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:37:39","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2018-02-26 07:56:31,false,"Practice 2/27/2018","5.02","856","01:55:46","160","204","4.4","152","247","23:05","4:19","6","7","0.80","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:55:46","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-02-23 08:13:05,false,"Practice 2/23/2018","5.94","705","01:48:28","150","201","3.5","157","247","18:16","4:10","9","5","0.89","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:48:28","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2018-02-22 13:50:30,false,"Practice 2/22/2018","3.50","813","02:00:00","--","--","--","--","--","34:17","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","2:00:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-02-21 11:43:05,false,"Practice 2/21/2018","4.50","813","02:00:00","--","--","--","--","--","26:40","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","2:00:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-02-20 08:00:24,false,"Practice Warmup 2/20/2018","1.14","184","02:11:50","125","177","1.8","150","247","--","6:22","3","--","0.83","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","2:11:50","0:00","0.0","0:00","No","00:00.00","2","0.0"
Running,2018-02-16 13:32:11,false,"Last 8 Hour Fitness Day","4.80","389","00:40:00","--","--","--","--","--","8:20","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","40:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-02-14 07:41:35,false,"Practice 2/14/2018","4.42","753","01:58:24","144","202","4.0","143","247","26:48","3:22","12","10","0.83","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","1:58:24","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2018-02-12 12:42:59,false,"Chicken Hill Death Pt 2","3.20","305","00:45:00","--","--","--","--","--","14:04","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","--","--","--","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
